Year,State_Code,County_Name,Population,Deaths,Death_per_cap,Median_Income_2010,Income_Error_Margin,_merge
2007,OH,Warren County,204045.0,19.0,9.311671445024382e-05,71274.0,1318.0,both
2007,OK,Canadian County,103948.0,10.0,9.620194712740986e-05,60489.0,1337.0,both
2007,OK,Cleveland County,235906.0,24.0,0.00010173543699609166,52688.0,1034.0,both
2007,OK,Comanche County,114503.0,15.0,0.00013100093447333258,44012.0,1285.0,both
2007,OK,Creek County,68835.0,14.0,0.000203384905934481,42314.0,1851.0,both
2007,OK,Muskogee County,70686.0,12.0,0.0001697648756472286,37002.0,1732.0,both
2007,OK,Oklahoma County,699523.0,130.0,0.0001858409230289783,42916.0,590.0,both
2007,OK,Pottawatomie County,69170.0,12.0,0.00017348561515107705,40085.0,1556.0,both
2007,OK,Tulsa County,585407.0,138.0,0.00023573342990432298,45613.0,703.0,both
2007,OK,Wagoner County,67220.0,17.0,0.00025290092234454034,55487.0,1523.0,both
2007,OR,Clackamas County,375610.0,32.0,8.519474987353905e-05,62007.0,954.0,both
2007,OR,Jackson County,198346.0,10.0,5.04169481612939e-05,44142.0,1031.0,both
2007,OR,Josephine County,80693.0,13.0,0.00016110443285043312,38035.0,1654.0,both
2007,OR,Lane County,344812.0,35.0,0.00010150458800737793,42923.0,720.0,both
2007,OR,Marion County,310155.0,29.0,9.350163627863488e-05,46069.0,960.0,both
2007,OR,Multnomah County,697048.0,163.0,0.00023384329343172924,49618.0,609.0,both
2007,OR,Washington County,518427.0,37.0,7.136973961618511e-05,62574.0,899.0,both
2007,PA,Allegheny County,1219922.0,195.0,0.00015984628525430314,47961.0,383.0,both
2007,PA,Beaver County,173015.0,20.0,0.00011559691356240789,46190.0,958.0,both
2007,PA,Berks County,402476.0,30.0,7.453860602868246e-05,53470.0,685.0,both
2007,PA,Blair County,125987.0,13.0,0.00010318524927175026,42363.0,1030.0,both
2007,PA,Bucks County,621334.0,67.0,0.00010783250232564128,74828.0,843.0,both
2007,PA,Butler County,182488.0,17.0,9.315681031081496e-05,56878.0,1110.0,both
2007,PA,Cambria County,145061.0,38.0,0.0002619587621759122,39574.0,955.0,both
2007,PA,Chester County,487567.0,40.0,8.204000680932057e-05,84741.0,1091.0,both
2007,PA,Clearfield County,82895.0,10.0,0.00012063453766813439,37130.0,1206.0,both
2007,PA,Cumberland County,227762.0,19.0,8.342041253589273e-05,60219.0,1133.0,both
2007,PA,Dauphin County,256864.0,21.0,8.175532577550766e-05,52371.0,973.0,both
2007,PA,Delaware County,555019.0,102.0,0.00018377749230206534,61876.0,881.0,both
2007,PA,Erie County,279804.0,26.0,9.292218838901516e-05,43595.0,802.0,both
2007,PA,Fayette County,144033.0,19.0,0.00013191421410371234,34796.0,1060.0,both
2007,PA,Franklin County,142008.0,11.0,7.746042476480198e-05,51035.0,1098.0,both
2007,PA,Lackawanna County,209339.0,36.0,0.00017196986705773887,43673.0,1128.0,both
2007,PA,Lancaster County,499364.0,38.0,7.609679512339696e-05,54765.0,568.0,both
2007,PA,Lawrence County,90901.0,13.0,0.0001430127281328038,42570.0,1119.0,both
2007,PA,Lehigh County,337688.0,28.0,8.291677524815806e-05,53541.0,705.0,both
2007,PA,Luzerne County,311934.0,51.0,0.000163496124180115,42224.0,696.0,both
2007,PA,Mercer County,117133.0,23.0,0.00019635798622079175,42573.0,926.0,both
2007,PA,Monroe County,164670.0,23.0,0.00013967328596587114,56733.0,2133.0,both
2007,PA,Montgomery County,775631.0,78.0,0.00010056328331384383,76380.0,670.0,both
2007,PA,Northampton County,294817.0,22.0,7.462256247095656e-05,58762.0,938.0,both
2007,PA,Philadelphia County,1530031.0,356.0,0.00023267502423153519,36251.0,397.0,both
2007,PA,Schuylkill County,147226.0,21.0,0.0001426378492929238,42315.0,1034.0,both
2007,PA,Washington County,205748.0,17.0,8.262534751249101e-05,49687.0,1177.0,both
2007,PA,Westmoreland County,363131.0,52.0,0.00014319901082529446,47689.0,765.0,both
2007,PA,York County,421589.0,36.0,8.539122225674768e-05,57494.0,817.0,both
2007,RI,Kent County,168658.0,14.0,8.300821781356355e-05,61088.0,1303.0,both
2007,RI,Providence County,628280.0,76.0,0.0001209651747628446,48500.0,773.0,both
2007,RI,Washington County,126787.0,17.0,0.00013408314732582993,70285.0,2238.0,both
2007,SC,Aiken County,153098.0,19.0,0.00012410351539536766,44468.0,1554.0,both
2007,SC,Anderson County,180155.0,25.0,0.0001387693930226749,42871.0,1303.0,both
2007,SC,Berkeley County,163455.0,11.0,6.72968095194396e-05,50777.0,1163.0,both
2007,SC,Charleston County,344506.0,44.0,0.00012771911084277196,48433.0,1048.0,both
2007,SC,Georgetown County,60354.0,14.0,0.00023196474135931338,42666.0,2069.0,both
2007,SC,Greenville County,431215.0,79.0,0.00018320327446865253,46830.0,806.0,both
2007,SC,Horry County,250904.0,29.0,0.00011558205528807831,43142.0,861.0,both
2007,SC,Lexington County,243973.0,26.0,0.0001065691695392523,52205.0,693.0,both
2007,SC,Oconee County,70687.0,17.0,0.00024049683817392166,42266.0,2125.0,both
2007,SC,Pickens County,116113.0,18.0,0.00015502140156571615,41898.0,1247.0,both
2007,SC,Richland County,360159.0,20.0,5.553102935092556e-05,47922.0,1009.0,both
2007,SC,Spartanburg County,276725.0,35.0,0.00012647935676212847,42680.0,862.0,both
2007,SC,York County,210624.0,16.0,7.596475235490732e-05,51925.0,1102.0,both
2007,TN,Blount County,119828.0,24.0,0.00020028707814534165,47322.0,1523.0,both
2007,TN,Bradley County,95497.0,23.0,0.00024084526215483208,40032.0,1192.0,both
2007,TN,Campbell County,40562.0,12.0,0.0002958434002268133,30686.0,2037.0,both
2007,TN,Davidson County,621384.0,86.0,0.00013840073127084057,45668.0,654.0,both
2007,TN,Greene County,65855.0,13.0,0.0001974033862273176,36867.0,1512.0,both
2007,TN,Hamblen County,61950.0,20.0,0.0003228410008071025,39807.0,1560.0,both
2007,TN,Hamilton County,331117.0,30.0,9.060241546039617e-05,45408.0,977.0,both
2007,TN,Hawkins County,57025.0,12.0,0.00021043402016659359,35392.0,1655.0,both
2007,TN,Jefferson County,50419.0,17.0,0.0003371744778754041,38239.0,2076.0,both
2007,TN,Knox County,424716.0,99.0,0.00023309694007289577,46759.0,671.0,both
2007,TN,Lawrence County,40884.0,13.0,0.0003179728010957832,34985.0,1523.0,both
2007,TN,McMinn County,52115.0,10.0,0.00019188333493236112,37146.0,2365.0,both
2007,TN,Montgomery County,154860.0,15.0,9.686168151879117e-05,48930.0,1273.0,both
2007,TN,Putnam County,69933.0,10.0,0.0001429940085510417,35185.0,2122.0,both
2007,TN,Rutherford County,242005.0,24.0,9.917150472097683e-05,53770.0,1177.0,both
2007,TN,Sevier County,83952.0,13.0,0.0001548503906994473,41476.0,1370.0,both
2007,TN,Shelby County,919964.0,102.0,0.00011087390376145153,44705.0,530.0,both
2007,TN,Sullivan County,153500.0,27.0,0.0001758957654723127,39957.0,1287.0,both
2007,TN,Warren County,39910.0,10.0,0.00025056376847907793,34946.0,2833.0,both
2007,TN,Washington County,116717.0,20.0,0.00017135464413924279,41256.0,1123.0,both
2007,TN,Wilson County,106535.0,10.0,9.386586567794622e-05,60678.0,1719.0,both
2007,TX,Bell County,278342.0,10.0,3.5927025026765636e-05,48618.0,1023.0,both
2007,TX,Bexar County,1588905.0,104.0,6.545388176133879e-05,47048.0,397.0,both
2007,TX,Brazoria County,293106.0,22.0,7.50581700818134e-05,65607.0,1169.0,both
2007,TX,Cameron County,382703.0,11.0,2.8742915524571272e-05,31264.0,577.0,both
2007,TX,Collin County,732986.0,23.0,3.137849836149667e-05,80504.0,754.0,both
2007,TX,Dallas County,2381873.0,225.0,9.446347475285207e-05,47974.0,388.0,both
2007,TX,Denton County,615172.0,32.0,5.201797220939835e-05,70622.0,856.0,both
2007,TX,Ector County,128874.0,21.0,0.00016294985800083804,45815.0,1534.0,both
2007,TX,El Paso County,727828.0,48.0,6.594964744417637e-05,36333.0,487.0,both
2007,TX,Fort Bend County,508260.0,19.0,3.738244205721481e-05,79845.0,1323.0,both
2007,TX,Galveston County,283540.0,49.0,0.0001728151230866897,58317.0,1600.0,both
2007,TX,Harris County,3909239.0,493.0,0.00012611150149683864,51444.0,301.0,both
2007,TX,Hidalgo County,701862.0,19.0,2.70708486853541e-05,31879.0,555.0,both
2007,TX,Jefferson County,241488.0,27.0,0.00011180679785330948,42293.0,929.0,both
2007,TX,Liberty County,74810.0,20.0,0.0002673439379762064,45929.0,2448.0,both
2007,TX,Lubbock County,262895.0,15.0,5.7056999942943e-05,42562.0,734.0,both
2007,TX,McLennan County,228241.0,12.0,5.257600518749918e-05,40672.0,909.0,both
2007,TX,Midland County,126082.0,12.0,9.517615520058375e-05,54945.0,2027.0,both
2007,TX,Montgomery County,412630.0,58.0,0.00014056176235368247,65620.0,1037.0,both
2007,TX,Nueces County,318902.0,37.0,0.00011602310427654891,43280.0,1175.0,both
2007,TX,Orange County,82496.0,21.0,0.0002545577967416602,47914.0,2054.0,both
2007,TX,San Patricio County,68299.0,12.0,0.00017569803364617345,45189.0,2149.0,both
2007,TX,Smith County,198018.0,18.0,9.09008271975275e-05,46139.0,1362.0,both
2007,TX,Tarrant County,1709745.0,142.0,8.305332081684696e-05,55306.0,458.0,both
2007,TX,Taylor County,126542.0,10.0,7.9025145801394e-05,42403.0,1328.0,both
2007,TX,Travis County,970477.0,95.0,9.789000666682467e-05,54074.0,588.0,both
2007,TX,Webb County,230848.0,17.0,7.364153035763793e-05,36684.0,904.0,both
2007,TX,Wichita County,128228.0,13.0,0.00010138191346663755,42971.0,1174.0,both
2007,TX,Williamson County,373234.0,17.0,4.554783326277885e-05,68780.0,1161.0,both
2007,UT,Davis County,287888.0,40.0,0.0001389429222475407,66866.0,862.0,both
2007,UT,Salt Lake County,1002425.0,218.0,0.00021747262887497818,58004.0,527.0,both
2007,UT,Utah County,512902.0,74.0,0.00014427707437288215,56927.0,752.0,both
2007,UT,Weber County,221044.0,48.0,0.000217151336385516,54086.0,951.0,both
2007,VA,Chesapeake city,219132.0,20.0,9.126918934706022e-05,,,both
2007,VA,Chesterfield County,299365.0,14.0,4.676565396756468e-05,71321.0,1171.0,both
2007,VA,Dickenson County,16033.0,11.0,0.0006860849497910559,29080.0,2035.0,both
2007,VA,Fairfax County,1005531.0,58.0,5.768096657387987e-05,105416.0,785.0,both
2007,VA,Henrico County,289755.0,14.0,4.831668133423064e-05,60114.0,957.0,both
2007,VA,Norfolk city,236051.0,36.0,0.00015250941533821082,,,both
2007,VA,Pulaski County,35011.0,12.0,0.000342749421610351,41163.0,1982.0,both
2007,VA,Richmond city,200655.0,32.0,0.00015947771049811866,,,both
2007,VA,Russell County,29029.0,10.0,0.0003444831031037928,32780.0,3280.0,both
2007,VA,Stafford County,120803.0,11.0,9.10573412911931e-05,93065.0,2009.0,both
2007,VA,Tazewell County,43942.0,12.0,0.0002730872513768149,35215.0,2231.0,both
2007,VA,Virginia Beach city,434138.0,34.0,7.831611146686077e-05,,,both
2007,VA,Wise County,41723.0,24.0,0.0005752222994511421,33608.0,1758.0,both
2007,VT,Rutland County,63312.0,12.0,0.00018953752843062926,47027.0,1690.0,both
2007,WA,Benton County,159444.0,17.0,0.0001066205062592509,57354.0,1509.0,both
2007,WA,Clallam County,70272.0,19.0,0.00027037795992714025,44398.0,1946.0,both
2007,WA,Clark County,416662.0,55.0,0.00013200147841655827,58262.0,1106.0,both
2007,WA,Cowlitz County,100557.0,15.0,0.00014916912795727796,45877.0,1602.0,both
2007,WA,Grant County,83111.0,11.0,0.00013235311811914187,42572.0,1539.0,both
2007,WA,King County,1857506.0,258.0,0.00013889591742906888,68065.0,656.0,both
2007,WA,Kitsap County,238087.0,23.0,9.660334247564966e-05,59549.0,1209.0,both
2007,WA,Lewis County,73699.0,12.0,0.00016282446166162364,43874.0,1774.0,both
2007,WA,Pierce County,774049.0,125.0,0.00016148848457914162,57869.0,692.0,both
2007,WA,Skagit County,116261.0,12.0,0.00010321603977258066,54811.0,1119.0,both
2007,WA,Snohomish County,675805.0,107.0,0.00015832969569624374,66300.0,676.0,both
2007,WA,Spokane County,456187.0,104.0,0.00022797668499979174,47250.0,695.0,both
2007,WA,Thurston County,238717.0,20.0,8.378121373844342e-05,60930.0,1046.0,both
2007,WA,Whatcom County,192843.0,12.0,6.222678551982701e-05,49031.0,1383.0,both
2007,WA,Yakima County,232288.0,24.0,0.00010332001653120264,42877.0,1205.0,both
2007,WI,Brown County,243170.0,10.0,4.1123493852037666e-05,52553.0,900.0,both
2007,WI,Dane County,476261.0,34.0,7.138942722582785e-05,60519.0,756.0,both
2007,WI,Kenosha County,162885.0,27.0,0.00016576111980845382,54430.0,1321.0,both
2007,WI,Milwaukee County,952185.0,185.0,0.00019428997516238966,43215.0,551.0,both
2007,WI,Racine County,199603.0,17.0,8.516906058526174e-05,53855.0,1161.0,both
2007,WI,Rock County,159449.0,22.0,0.00013797515192945706,49716.0,1241.0,both
2007,WI,Walworth County,100239.0,10.0,9.976156984806313e-05,54487.0,1343.0,both
2007,WI,Washington County,128192.0,11.0,8.580878681977035e-05,64434.0,1613.0,both
2007,WI,Waukesha County,379020.0,31.0,8.17898791620495e-05,75064.0,738.0,both
2007,WI,Winnebago County,161470.0,22.0,0.0001362482194834954,50974.0,859.0,both
2007,WV,Berkeley County,99768.0,12.0,0.00012027904738994468,52857.0,2182.0,both
2007,WV,Cabell County,94430.0,39.0,0.0004130043418405168,34492.0,1554.0,both
2007,WV,Fayette County,46303.0,14.0,0.00030235621881951496,31912.0,1703.0,both
2007,WV,Hancock County,30058.0,11.0,0.00036595914565174,38565.0,1937.0,both
2007,WV,Harrison County,68049.0,14.0,0.00020573410336669165,39191.0,1787.0,both
2007,WV,Jefferson County,51022.0,11.0,0.00021559327348986713,65603.0,3031.0,both
2007,WV,Kanawha County,191025.0,23.0,0.00012040308860096846,42669.0,783.0,both
2007,WV,Logan County,35487.0,16.0,0.0004508693324315947,35465.0,1967.0,both
2007,WV,Marion County,56732.0,12.0,0.00021152083480222803,38115.0,1864.0,both
2007,WV,Mason County,25442.0,11.0,0.0004323559468595236,36027.0,2315.0,both
2007,WV,McDowell County,22843.0,15.0,0.0006566563060893928,22154.0,1381.0,both
2007,WV,Mercer County,61465.0,21.0,0.00034165785406328807,32131.0,1664.0,both
2007,WV,Mingo County,26679.0,10.0,0.0003748266426777615,32902.0,4149.0,both
2007,WV,Raleigh County,78607.0,19.0,0.000241708753673337,38036.0,1917.0,both
2007,WV,Wyoming County,23588.0,12.0,0.0005087332541970493,36343.0,2859.0,both
2007,WY,Laramie County,86601.0,11.0,0.00012701931848362028,52824.0,1544.0,both
2008,AL,Baldwin County,176212.0,19.0,0.00010782466574353619,50147.0,1046.0,both
2008,AL,Blount County,57794.0,15.0,0.00025954251306363983,45549.0,1804.0,both
2008,AL,Calhoun County,113422.0,17.0,0.00014988273879846942,38407.0,1406.0,both
2008,AL,Cullman County,81518.0,10.0,0.00012267229323584974,38567.0,1371.0,both
2008,AL,Etowah County,103435.0,16.0,0.00015468651810315658,36422.0,1183.0,both
2008,AL,Houston County,98852.0,12.0,0.00012139359851090519,41022.0,896.0,both
2008,AL,Jefferson County,663394.0,63.0,9.496618902190854e-05,45244.0,641.0,both
2008,AL,Lauderdale County,89200.0,16.0,0.00017937219730941703,39345.0,1339.0,both
2008,AL,Limestone County,76314.0,10.0,0.00013103755536336714,46682.0,1483.0,both
2008,AL,Madison County,320914.0,20.0,6.232199280804202e-05,55851.0,962.0,both
2008,AL,Mobile County,409132.0,49.0,0.00011976574797375908,40996.0,723.0,both
2008,AL,Morgan County,116297.0,17.0,0.000146177459435755,44349.0,1300.0,both
2008,AL,Shelby County,188483.0,34.0,0.0001803876211647735,68380.0,1579.0,both
2008,AL,Tuscaloosa County,181780.0,31.0,0.00017053581252062934,42311.0,1213.0,both
2008,AL,Walker County,68903.0,32.0,0.00046442099763435555,37191.0,1751.0,both
2008,AR,Benton County,219494.0,12.0,5.467119830154811e-05,50434.0,988.0,both
2008,AR,Craighead County,93419.0,15.0,0.00016056690823065971,39233.0,1612.0,both
2008,AR,Crawford County,59577.0,11.0,0.00018463501015492556,40197.0,2040.0,both
2008,AR,Garland County,97700.0,12.0,0.00012282497441146365,36844.0,1213.0,both
2008,AR,Pulaski County,378145.0,30.0,7.93346467624853e-05,45121.0,783.0,both
2008,AR,Saline County,97213.0,11.0,0.00011315359056916256,51502.0,1235.0,both
2008,AR,Sebastian County,122436.0,16.0,0.00013068051880165963,39482.0,1078.0,both
2008,AZ,Cochise County,128425.0,12.0,9.343975082733113e-05,44876.0,1551.0,both
2008,AZ,Coconino County,128426.0,10.0,7.786585270895302e-05,49510.0,1484.0,both
2008,AZ,Maricopa County,3958263.0,526.0,0.0001328865717108742,55054.0,334.0,both
2008,AZ,Mohave County,195601.0,26.0,0.00013292365580953064,39785.0,915.0,both
2008,AZ,Pima County,1009832.0,116.0,0.00011487059233615097,45521.0,546.0,both
2008,AZ,Pinal County,329060.0,23.0,6.98960675864584e-05,51310.0,1076.0,both
2008,AZ,Yavapai County,214930.0,32.0,0.00014888568371097566,43290.0,882.0,both
2008,CA,Alameda County,1470326.0,157.0,0.00010677904083856234,69384.0,876.0,both
2008,CA,Butte County,219503.0,58.0,0.00026423329066117547,43170.0,982.0,both
2008,CA,Contra Costa County,1025464.0,111.0,0.00010824368285966158,78385.0,859.0,both
2008,CA,El Dorado County,177009.0,28.0,0.00015818404713884604,70000.0,1769.0,both
2008,CA,Fresno County,903133.0,93.0,0.00010297486638180645,46430.0,658.0,both
2008,CA,Humboldt County,128852.0,43.0,0.00033371620153354236,40089.0,1219.0,both
2008,CA,Imperial County,163093.0,11.0,6.74461810132869e-05,38685.0,1312.0,both
2008,CA,Kern County,797145.0,108.0,0.00013548350676476675,47089.0,691.0,both
2008,CA,Kings County,148746.0,11.0,7.395156844553803e-05,48684.0,1892.0,both
2008,CA,Lake County,65092.0,13.0,0.00019971732317335464,39491.0,1615.0,both
2008,CA,Los Angeles County,9779254.0,706.0,7.219364585478607e-05,55476.0,234.0,both
2008,CA,Madera County,147577.0,11.0,7.453736015774816e-05,46039.0,1652.0,both
2008,CA,Marin County,248345.0,14.0,5.637319052125068e-05,89268.0,1957.0,both
2008,CA,Merced County,244356.0,22.0,9.003257542274387e-05,43844.0,1566.0,both
2008,CA,Monterey County,405660.0,43.0,0.00010600009860474289,59271.0,1270.0,both
2008,CA,Napa County,133591.0,11.0,8.234087625663405e-05,67389.0,2141.0,both
2008,CA,Nevada County,97297.0,11.0,0.00011305590100414196,57121.0,1881.0,both
2008,CA,Orange County,2989141.0,324.0,0.00010839234415505993,74344.0,498.0,both
2008,CA,Placer County,341041.0,32.0,9.383036057248249e-05,74447.0,1226.0,both
2008,CA,Riverside County,2087917.0,215.0,0.00010297344195195499,57768.0,598.0,both
2008,CA,Sacramento County,1386469.0,260.0,0.00018752673157495768,56439.0,590.0,both
2008,CA,San Bernardino County,2004914.0,106.0,5.287009816879926e-05,55845.0,482.0,both
2008,CA,San Diego County,3019274.0,353.0,0.00011691552340065856,63069.0,464.0,both
2008,CA,San Francisco County,808001.0,168.0,0.00020792053475181342,71304.0,899.0,both
2008,CA,San Joaquin County,668753.0,105.0,0.00015700864145656168,54341.0,909.0,both
2008,CA,San Luis Obispo County,265134.0,22.0,8.297690978901234e-05,57365.0,1444.0,both
2008,CA,San Mateo County,708100.0,47.0,6.637480581838724e-05,85648.0,877.0,both
2008,CA,Santa Barbara County,403655.0,38.0,9.413979759943516e-05,60078.0,1101.0,both
2008,CA,Santa Clara County,1755849.0,113.0,6.435633132461846e-05,86850.0,730.0,both
2008,CA,Santa Cruz County,252929.0,24.0,9.48882888083217e-05,65253.0,1187.0,both
2008,CA,Shasta County,180515.0,49.0,0.0002714455862393707,43944.0,1009.0,both
2008,CA,Solano County,406293.0,32.0,7.876089423150288e-05,68409.0,1175.0,both
2008,CA,Sonoma County,466424.0,72.0,0.0001543659845977051,63274.0,1032.0,both
2008,CA,Stanislaus County,507450.0,50.0,9.853187506158242e-05,51094.0,771.0,both
2008,CA,Tulare County,422343.0,17.0,4.025164380610073e-05,43851.0,860.0,both
2008,CA,Ventura County,794778.0,77.0,9.688239986511957e-05,75348.0,951.0,both
2008,CO,Adams County,429597.0,50.0,0.00011638814982413751,54666.0,666.0,both
2008,CO,Arapahoe County,554372.0,90.0,0.00016234586162360292,58719.0,765.0,both
2008,CO,Boulder County,300452.0,33.0,0.00010983451599589951,64839.0,1281.0,both
2008,CO,Denver County,593086.0,170.0,0.0002866363394178922,45501.0,711.0,both
2008,CO,El Paso County,595359.0,88.0,0.00014780997683750476,56268.0,680.0,both
2008,CO,Jefferson County,533295.0,62.0,0.00011625835606934248,66075.0,598.0,both
2008,CO,Larimer County,292889.0,32.0,0.0001092564077175995,56447.0,1152.0,both
2008,CO,Mesa County,141905.0,10.0,7.04696804199993e-05,52067.0,1262.0,both
2008,CO,Pueblo County,156009.0,15.0,9.614829913658828e-05,40699.0,1035.0,both
2008,CO,Weld County,248852.0,15.0,6.027679102438397e-05,55596.0,1246.0,both
2008,CT,Fairfield County,894401.0,82.0,9.1681471733596e-05,81268.0,944.0,both
2008,CT,Hartford County,876319.0,73.0,8.330299810913605e-05,62590.0,606.0,both
2008,CT,Litchfield County,188647.0,24.0,0.00012722174219574126,69639.0,1251.0,both
2008,CT,Middlesex County,164932.0,18.0,0.00010913588630465889,74906.0,1589.0,both
2008,CT,New Haven County,845573.0,106.0,0.00012535878037732992,61114.0,667.0,both
2008,CT,New London County,265830.0,22.0,8.275965842831885e-05,65419.0,1122.0,both
2008,CT,Windham County,117311.0,16.0,0.0001363895968834977,59370.0,1686.0,both
2008,DC,District of Columbia,,48.0,,,,left_only
2008,DE,Kent County,155492.0,11.0,7.074318936022432e-05,53183.0,1130.0,both
2008,DE,New Castle County,531057.0,67.0,0.00012616348150951782,62474.0,970.0,both
2008,DE,Sussex County,189662.0,19.0,0.0001001782117661946,51046.0,1023.0,both
2008,FL,Bay County,163802.0,23.0,0.00014041342596549493,47770.0,1179.0,both
2008,FL,Brevard County,536314.0,121.0,0.0002256140992030788,49523.0,841.0,both
2008,FL,Broward County,1753262.0,313.0,0.0001785243734250785,51694.0,461.0,both
2008,FL,Citrus County,140865.0,25.0,0.00017747488730344657,37933.0,957.0,both
2008,FL,Clay County,185102.0,19.0,0.00010264610863199749,61185.0,1255.0,both
2008,FL,Collier County,315533.0,63.0,0.00019966215895009397,58106.0,1409.0,both
2008,FL,Columbia County,68901.0,10.0,0.00014513577451706071,38214.0,2543.0,both
2008,FL,Duval County,853116.0,108.0,0.0001265947420983782,49463.0,578.0,both
2008,FL,Escambia County,302776.0,28.0,9.247760720796893e-05,43573.0,982.0,both
2008,FL,Hernando County,171447.0,45.0,0.00026247178428318957,42011.0,955.0,both
2008,FL,Hillsborough County,1180118.0,244.0,0.00020675898511843732,49536.0,530.0,both
2008,FL,Indian River County,134293.0,29.0,0.00021594573060397786,47341.0,1249.0,both
2008,FL,Lake County,307964.0,24.0,7.793118676208908e-05,46477.0,905.0,both
2008,FL,Lee County,588709.0,95.0,0.00016137004869978206,50014.0,554.0,both
2008,FL,Leon County,264597.0,14.0,5.2910652804075634e-05,44490.0,986.0,both
2008,FL,Manatee County,316059.0,45.0,0.00014237847996734787,47812.0,986.0,both
2008,FL,Marion County,327172.0,38.0,0.0001161468585331263,40339.0,645.0,both
2008,FL,Martin County,139080.0,22.0,0.00015818234109864825,53210.0,2035.0,both
2008,FL,Miami-Dade County,2478745.0,149.0,6.011106426841002e-05,43605.0,430.0,both
2008,FL,Monroe County,73298.0,18.0,0.000245572866926792,53821.0,1818.0,both
2008,FL,Nassau County,69815.0,17.0,0.0002435006803695481,58712.0,3276.0,both
2008,FL,Okaloosa County,179529.0,16.0,8.912209169549209e-05,54242.0,1193.0,both
2008,FL,Okeechobee County,40222.0,11.0,0.00027348217393466265,38339.0,3410.0,both
2008,FL,Orange County,1075737.0,120.0,0.00011155142939212837,50138.0,460.0,both
2008,FL,Osceola County,266609.0,18.0,6.751460003225697e-05,46328.0,907.0,both
2008,FL,Palm Beach County,1269745.0,271.0,0.0002134286805618451,53242.0,480.0,both
2008,FL,Pasco County,468384.0,147.0,0.000313845050215208,44228.0,666.0,both
2008,FL,Pinellas County,910058.0,264.0,0.00029009140076786315,45258.0,514.0,both
2008,FL,Polk County,580282.0,95.0,0.00016371350481317703,43946.0,639.0,both
2008,FL,Santa Rosa County,150356.0,21.0,0.00013966852004575808,55129.0,1483.0,both
2008,FL,Sarasota County,369867.0,71.0,0.00019196089405110485,49388.0,870.0,both
2008,FL,Seminole County,410658.0,41.0,9.983976934578165e-05,58971.0,1032.0,both
2008,FL,St. Lucie County,265646.0,34.0,0.00012798988127056307,45196.0,1116.0,both
2008,FL,Volusia County,497344.0,101.0,0.00020307875434307039,44400.0,707.0,both
2008,GA,Barrow County,70255.0,10.0,0.00014233862358550993,48958.0,2093.0,both
2008,GA,Bartow County,94999.0,14.0,0.00014736997231549806,49216.0,1978.0,both
2008,GA,Bibb County,155079.0,14.0,9.027656871658961e-05,38798.0,1666.0,both
2008,GA,Carroll County,113781.0,24.0,0.0002109315263532576,45559.0,1656.0,both
2008,GA,Catoosa County,63215.0,11.0,0.00017400933322787312,46544.0,2369.0,both
2008,GA,Chatham County,251151.0,17.0,6.768836277777114e-05,44928.0,1107.0,both
2008,GA,Cherokee County,210115.0,16.0,7.614877567046617e-05,66320.0,1319.0,both
2008,GA,Clayton County,276009.0,13.0,4.709991340862073e-05,43311.0,817.0,both
2008,GA,Cobb County,704822.0,60.0,8.512787625811907e-05,65522.0,808.0,both
2008,GA,Coweta County,123416.0,10.0,8.102677124521942e-05,61550.0,1482.0,both
2008,GA,DeKalb County,740426.0,33.0,4.4568937341476393e-05,51349.0,763.0,both
2008,GA,Douglas County,128111.0,10.0,7.805730967676467e-05,55852.0,1732.0,both
2008,GA,Floyd County,95696.0,13.0,0.0001358468483531182,41066.0,2001.0,both
2008,GA,Forsyth County,168098.0,13.0,7.73358398077312e-05,87605.0,1977.0,both
2008,GA,Fulton County,1013356.0,113.0,0.00011151066357726209,56709.0,761.0,both
2008,GA,Glynn County,76044.0,12.0,0.00015780337699226762,50337.0,2345.0,both
2008,GA,Gwinnett County,790519.0,44.0,5.5659636264277014e-05,63219.0,736.0,both
2008,GA,Hall County,184731.0,14.0,7.578587243072359e-05,50876.0,1401.0,both
2008,GA,Henry County,190529.0,19.0,9.972235197791412e-05,63923.0,1092.0,both
2008,GA,Murray County,40540.0,11.0,0.00027133695115934877,38226.0,2565.0,both
2008,GA,Muscogee County,186646.0,11.0,5.893509638567127e-05,41331.0,965.0,both
2008,GA,Paulding County,133300.0,18.0,0.0001350337584396099,62348.0,1788.0,both
2008,GA,Richmond County,199311.0,16.0,8.027655272413464e-05,37882.0,982.0,both
2008,GA,Whitfield County,93748.0,15.0,0.00016000341340615266,42345.0,1455.0,both
2008,HI,Hawaii County,176399.0,23.0,0.00013038622667928956,54996.0,1555.0,both
2008,HI,Honolulu County,902745.0,71.0,7.864900941018781e-05,70093.0,725.0,both
2008,IA,Linn County,207839.0,12.0,5.773699834968413e-05,53674.0,1131.0,both
2008,IA,Polk County,422893.0,38.0,8.985724521332819e-05,56094.0,866.0,both
2008,IA,Scott County,164437.0,16.0,9.730170217165236e-05,49964.0,1107.0,both
2008,ID,Ada County,379350.0,37.0,9.753525767760643e-05,55835.0,830.0,both
2008,ID,Bonneville County,99254.0,13.0,0.00013097708908457089,50445.0,1827.0,both
2008,ID,Kootenai County,136998.0,13.0,9.489189623206179e-05,46336.0,1303.0,both
