,County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State_Code,County_Name
911,"Champaign County, IL",17019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IL,Champaign County
918,"Cook County, IL",17031.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,459.0,IL,Cook County
919,"Cook County, IL",17031.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,IL,Cook County
920,"Cook County, IL",17031.0,2004,All other drug-induced causes,D9,14.0,IL,Cook County
928,"DuPage County, IL",17043.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,IL,DuPage County
953,"Kane County, IL",17089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,IL,Kane County
959,"Lake County, IL",17097.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,IL,Lake County
962,"LaSalle County, IL",17099.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL,LaSalle County
969,"McHenry County, IL",17111.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL,McHenry County
974,"Madison County, IL",17119.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IL,Madison County
1000,"St. Clair County, IL",17163.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL,St. Clair County
1010,"Tazewell County, IL",17179.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL,Tazewell County
1020,"Will County, IL",17197.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,IL,Will County
1024,"Winnebago County, IL",17201.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,IL,Winnebago County
1029,"Allen County, IN",18003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IN,Allen County
1039,"Clark County, IN",18019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN,Clark County
1048,"Delaware County, IN",18035.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,IN,Delaware County
1051,"Elkhart County, IN",18039.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IN,Elkhart County
1067,"Howard County, IN",18067.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,IN,Howard County
1075,"Johnson County, IN",18081.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,IN,Johnson County
1080,"Lake County, IN",18089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN,Lake County
1081,"Lake County, IN",18089.0,2004,All other drug-induced causes,D9,20.0,IN,Lake County
1086,"Madison County, IN",18095.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,IN,Madison County
1088,"Marion County, IN",18097.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,IN,Marion County
1089,"Marion County, IN",18097.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,67.0,IN,Marion County
1090,"Marion County, IN",18097.0,2004,All other drug-induced causes,D9,13.0,IN,Marion County
1096,"Monroe County, IN",18105.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IN,Monroe County
1115,"St. Joseph County, IN",18141.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,IN,St. Joseph County
1128,"Vanderburgh County, IN",18163.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IN,Vanderburgh County
1197,"Linn County, IA",19113.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,IA,Linn County
1218,"Polk County, IA",19153.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,IA,Polk County
1289,"Johnson County, KS",20091.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KS,Johnson County
1290,"Johnson County, KS",20091.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,KS,Johnson County
1333,"Sedgwick County, KS",20173.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,KS,Sedgwick County
1337,"Shawnee County, KS",20177.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KS,Shawnee County
1354,"Wyandotte County, KS",20209.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,KS,Wyandotte County
1362,"Bell County, KY",21013.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,KY,Bell County
1375,"Campbell County, KY",21037.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Campbell County
1383,"Clay County, KY",21051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Clay County
1392,"Fayette County, KY",21067.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,KY,Fayette County
1396,"Floyd County, KY",21071.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,KY,Floyd County
1417,"Jefferson County, KY",21111.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,KY,Jefferson County
1418,"Jefferson County, KY",21111.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,KY,Jefferson County
1423,"Kenton County, KY",21117.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,KY,Kenton County
1463,"Perry County, KY",21193.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,KY,Perry County
1465,"Pike County, KY",21195.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,KY,Pike County
1497,"Caddo Parish, LA",22017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,LA,Caddo Parish
1498,"Caddo Parish, LA",22017.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,LA,Caddo Parish
1501,"Calcasieu Parish, LA",22019.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,LA,Calcasieu Parish
1510,"East Baton Rouge Parish, LA",22033.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA,East Baton Rouge Parish
1520,"Jefferson Parish, LA",22051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,LA,Jefferson Parish
1524,"Lafayette Parish, LA",22055.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,LA,Lafayette Parish
1526,"Lafourche Parish, LA",22057.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,LA,Lafourche Parish
1530,"Livingston Parish, LA",22063.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,LA,Livingston Parish
1535,"Orleans Parish, LA",22071.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA,Orleans Parish
1536,"Orleans Parish, LA",22071.0,2004,All other drug-induced causes,D9,59.0,LA,Orleans Parish
1546,"St. Bernard Parish, LA",22087.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,LA,St. Bernard Parish
1548,"St. Charles Parish, LA",22089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,LA,St. Charles Parish
1556,"St. Tammany Parish, LA",22103.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,LA,St. Tammany Parish
1558,"Tangipahoa Parish, LA",22105.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA,Tangipahoa Parish
1561,"Terrebonne Parish, LA",22109.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,LA,Terrebonne Parish
1575,"Cumberland County, ME",23005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,ME,Cumberland County
1580,"Kennebec County, ME",23011.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,ME,Kennebec County
1586,"Penobscot County, ME",23019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,ME,Penobscot County
1594,"York County, ME",23031.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,ME,York County
1597,"Anne Arundel County, MD",24003.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,53.0,MD,Anne Arundel County
1600,"Baltimore County, MD",24005.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,MD,Baltimore County
1601,"Baltimore County, MD",24005.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,87.0,MD,Baltimore County
1606,"Carroll County, MD",24013.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MD,Carroll County
1608,"Cecil County, MD",24015.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MD,Cecil County
1612,"Frederick County, MD",24021.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD,Frederick County
1616,"Harford County, MD",24025.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0,MD,Harford County
1619,"Howard County, MD",24027.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD,Howard County
1622,"Montgomery County, MD",24031.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0,MD,Montgomery County
1625,"Prince George's County, MD",24033.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MD,Prince George's County
1626,"Prince George's County, MD",24033.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,39.0,MD,Prince George's County
1636,"Baltimore city, MD",24510.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,223.0,MD,Baltimore city
1637,"Baltimore city, MD",24510.0,2004,All other drug-induced causes,D9,24.0,MD,Baltimore city
1640,"Barnstable County, MA",25001.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MA,Barnstable County
1644,"Bristol County, MA",25005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,MA,Bristol County
1645,"Bristol County, MA",25005.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,74.0,MA,Bristol County
1649,"Essex County, MA",25009.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MA,Essex County
1650,"Essex County, MA",25009.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,67.0,MA,Essex County
1654,"Hampden County, MA",25013.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,33.0,MA,Hampden County
1657,"Hampshire County, MA",25015.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,MA,Hampshire County
1659,"Middlesex County, MA",25017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,MA,Middlesex County
1660,"Middlesex County, MA",25017.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,91.0,MA,Middlesex County
1664,"Norfolk County, MA",25021.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,47.0,MA,Norfolk County
1667,"Plymouth County, MA",25023.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0,MA,Plymouth County
1670,"Suffolk County, MA",25025.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,94.0,MA,Suffolk County
1673,"Worcester County, MA",25027.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,36.0,MA,Worcester County
1689,"Calhoun County, MI",26025.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,MI,Calhoun County
1703,"Genesee County, MI",26049.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,MI,Genesee County
1704,"Genesee County, MI",26049.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,30.0,MI,Genesee County
1705,"Genesee County, MI",26049.0,2004,All other drug-induced causes,D9,28.0,MI,Genesee County
1715,"Ingham County, MI",26065.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,MI,Ingham County
1722,"Jackson County, MI",26075.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,MI,Jackson County
1724,"Kalamazoo County, MI",26077.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MI,Kalamazoo County
1728,"Kent County, MI",26081.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,MI,Kent County
1739,"Macomb County, MI",26099.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,MI,Macomb County
1740,"Macomb County, MI",26099.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,55.0,MI,Macomb County
1741,"Macomb County, MI",26099.0,2004,All other drug-induced causes,D9,14.0,MI,Macomb County
1754,"Muskegon County, MI",26121.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MI,Muskegon County
1758,"Oakland County, MI",26125.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MI,Oakland County
1759,"Oakland County, MI",26125.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,MI,Oakland County
1760,"Oakland County, MI",26125.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,53.0,MI,Oakland County
1761,"Oakland County, MI",26125.0,2004,All other drug-induced causes,D9,37.0,MI,Oakland County
1774,"Saginaw County, MI",26145.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MI,Saginaw County
1786,"Washtenaw County, MI",26161.0,2004,All other drug-induced causes,D9,12.0,MI,Washtenaw County
1789,"Wayne County, MI",26163.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0,MI,Wayne County
1790,"Wayne County, MI",26163.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,MI,Wayne County
1791,"Wayne County, MI",26163.0,2004,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,MI,Wayne County
1792,"Wayne County, MI",26163.0,2004,All other drug-induced causes,D9,188.0,MI,Wayne County
1797,"Anoka County, MN",27003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,MN,Anoka County
1825,"Hennepin County, MN",27053.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,MN,Hennepin County
1826,"Hennepin County, MN",27053.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,MN,Hennepin County
1863,"Ramsey County, MN",27123.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,MN,Ramsey County
1914,"Hancock County, MS",28045.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MS,Hancock County
1916,"Harrison County, MS",28047.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,MS,Harrison County
1924,"Jackson County, MS",28059.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,MS,Jackson County
1934,"Lauderdale County, MS",28075.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MS,Lauderdale County
1952,"Pearl River County, MS",28109.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MS,Pearl River County
1990,"Boone County, MO",29019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,MO,Boone County
2006,"Clay County, MO",29047.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MO,Clay County
2023,"Greene County, MO",29077.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,MO,Greene County
2034,"Jackson County, MO",29095.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,MO,Jackson County
2038,"Jefferson County, MO",29099.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,MO,Jefferson County
2081,"St. Charles County, MO",29183.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,MO,St. Charles County
2085,"St. Francois County, MO",29187.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,MO,St. Francois County
2087,"St. Louis County, MO",29189.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,MO,St. Louis County
2088,"St. Louis County, MO",29189.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,MO,St. Louis County
2109,"St. Louis city, MO",29510.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,MO,St. Louis city
2191,"Douglas County, NE",31055.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NE,Douglas County
2252,"Clark County, NV",32003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,239.0,NV,Clark County
2253,"Clark County, NV",32003.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,41.0,NV,Clark County
2254,"Clark County, NV",32003.0,2004,All other drug-induced causes,D9,12.0,NV,Clark County
2268,"Washoe County, NV",32031.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,NV,Washoe County
2269,"Washoe County, NV",32031.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NV,Washoe County
2273,"Carson City, NV",32510.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NV,Carson City
2281,"Hillsborough County, NH",33011.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NH,Hillsborough County
2284,"Merrimack County, NH",33013.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NH,Merrimack County
2287,"Rockingham County, NH",33015.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,NH,Rockingham County
2289,"Strafford County, NH",33017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NH,Strafford County
2292,"Atlantic County, NJ",34001.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,NJ,Atlantic County
2295,"Bergen County, NJ",34003.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,NJ,Bergen County
2296,"Bergen County, NJ",34003.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,NJ,Bergen County
2299,"Burlington County, NJ",34005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,NJ,Burlington County
2302,"Camden County, NJ",34007.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,NJ,Camden County
2307,"Cumberland County, NJ",34011.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NJ,Cumberland County
2309,"Essex County, NJ",34013.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,NJ,Essex County
2310,"Essex County, NJ",34013.0,2004,All other drug-induced causes,D9,18.0,NJ,Essex County
2313,"Gloucester County, NJ",34015.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NJ,Gloucester County
2316,"Hudson County, NJ",34017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,NJ,Hudson County
2317,"Hudson County, NJ",34017.0,2004,All other drug-induced causes,D9,10.0,NJ,Hudson County
2321,"Mercer County, NJ",34021.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NJ,Mercer County
2324,"Middlesex County, NJ",34023.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,NJ,Middlesex County
2327,"Monmouth County, NJ",34025.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NJ,Monmouth County
2328,"Monmouth County, NJ",34025.0,2004,All other drug-induced causes,D9,10.0,NJ,Monmouth County
2331,"Morris County, NJ",34027.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NJ,Morris County
2334,"Ocean County, NJ",34029.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,NJ,Ocean County
2337,"Passaic County, NJ",34031.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NJ,Passaic County
2338,"Passaic County, NJ",34031.0,2004,All other drug-induced causes,D9,10.0,NJ,Passaic County
2344,"Sussex County, NJ",34037.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NJ,Sussex County
2346,"Union County, NJ",34039.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NJ,Union County
2347,"Union County, NJ",34039.0,2004,All other drug-induced causes,D9,11.0,NJ,Union County
2351,"Bernalillo County, NM",35001.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,NM,Bernalillo County
2352,"Bernalillo County, NM",35001.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,NM,Bernalillo County
2356,"Chaves County, NM",35005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NM,Chaves County
2362,"Dona Ana County, NM",35013.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NM,Dona Ana County
2378,"Rio Arriba County, NM",35039.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NM,Rio Arriba County
2388,"Santa Fe County, NM",35049.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NM,Santa Fe County
2396,"Valencia County, NM",35061.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NM,Valencia County
2401,"Bronx County, NY",36005.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0,NY,Bronx County
2402,"Bronx County, NY",36005.0,2004,All other drug-induced causes,D9,48.0,NY,Bronx County
2427,"Kings County, NY",36047.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,NY,Kings County
2428,"Kings County, NY",36047.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,NY,Kings County
2429,"Kings County, NY",36047.0,2004,All other drug-induced causes,D9,42.0,NY,Kings County
2435,"Monroe County, NY",36055.0,2004,All other drug-induced causes,D9,11.0,NY,Monroe County
2439,"Nassau County, NY",36059.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NY,Nassau County
2440,"Nassau County, NY",36059.0,2004,All other drug-induced causes,D9,14.0,NY,Nassau County
2443,"New York County, NY",36061.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,129.0,NY,New York County
2444,"New York County, NY",36061.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,NY,New York County
2445,"New York County, NY",36061.0,2004,All other drug-induced causes,D9,19.0,NY,New York County
2461,"Queens County, NY",36081.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,NY,Queens County
2462,"Queens County, NY",36081.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,NY,Queens County
2463,"Queens County, NY",36081.0,2004,All other drug-induced causes,D9,19.0,NY,Queens County
2467,"Richmond County, NY",36085.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,NY,Richmond County
2479,"Suffolk County, NY",36103.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NY,Suffolk County
2504,"Brunswick County, NC",37019.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NC,Brunswick County
2507,"Buncombe County, NC",37021.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,NC,Buncombe County
2510,"Burke County, NC",37023.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NC,Burke County
2512,"Cabarrus County, NC",37025.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NC,Cabarrus County
2514,"Caldwell County, NC",37027.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,NC,Caldwell County
2518,"Carteret County, NC",37031.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NC,Carteret County
2521,"Catawba County, NC",37035.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NC,Catawba County
2531,"Craven County, NC",37049.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NC,Craven County
2533,"Cumberland County, NC",37051.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NC,Cumberland County
2538,"Davidson County, NC",37057.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,NC,Davidson County
2542,"Durham County, NC",37063.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,NC,Durham County
2546,"Forsyth County, NC",37067.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NC,Forsyth County
2550,"Gaston County, NC",37071.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,NC,Gaston County
2557,"Guilford County, NC",37081.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,NC,Guilford County
2563,"Henderson County, NC",37089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,NC,Henderson County
2568,"Iredell County, NC",37097.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,NC,Iredell County
2571,"Johnston County, NC",37101.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,NC,Johnston County
2581,"Mecklenburg County, NC",37119.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,NC,Mecklenburg County
2588,"New Hanover County, NC",37129.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,NC,New Hanover County
2600,"Pitt County, NC",37147.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NC,Pitt County
2608,"Rowan County, NC",37159.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,NC,Rowan County
2621,"Wake County, NC",37183.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,NC,Wake County
2691,"Butler County, OH",39017.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,OH,Butler County
2692,"Butler County, OH",39017.0,2004,All other drug-induced causes,D9,18.0,OH,Butler County
2697,"Clark County, OH",39023.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,OH,Clark County
2699,"Clermont County, OH",39025.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,OH,Clermont County
2701,"Clinton County, OH",39027.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH,Clinton County
2706,"Cuyahoga County, OH",39035.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,OH,Cuyahoga County
2707,"Cuyahoga County, OH",39035.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,OH,Cuyahoga County
2708,"Cuyahoga County, OH",39035.0,2004,All other drug-induced causes,D9,12.0,OH,Cuyahoga County
2715,"Fairfield County, OH",39045.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH,Fairfield County
2718,"Franklin County, OH",39049.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,OH,Franklin County
2719,"Franklin County, OH",39049.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,OH,Franklin County
2720,"Franklin County, OH",39049.0,2004,All other drug-induced causes,D9,21.0,OH,Franklin County
2726,"Greene County, OH",39057.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,OH,Greene County
2729,"Hamilton County, OH",39061.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,OH,Hamilton County
2730,"Hamilton County, OH",39061.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,OH,Hamilton County
2745,"Lake County, OH",39085.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH,Lake County
2749,"Licking County, OH",39089.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH,Licking County
2752,"Lorain County, OH",39093.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH,Lorain County
2755,"Lucas County, OH",39095.0,2004,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,OH,Lucas County
2756,"Lucas County, OH",39095.0,2004,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH,Lucas County
