STATE,COUNTY,STNAME,CTYNAME,Year,Population,State_Code,Median_Income_2010,Income_Error_Margin
22,59,Louisiana,La Salle Parish,2001,14119.0,LA,37572.0,3943.0
22,61,Louisiana,Lincoln Parish,2001,42189.0,LA,35247.0,2512.0
22,63,Louisiana,Livingston Parish,2001,95203.0,LA,54708.0,1820.0
22,65,Louisiana,Madison Parish,2001,13394.0,LA,26441.0,2908.0
22,67,Louisiana,Morehouse Parish,2001,30631.0,LA,31781.0,1886.0
22,69,Louisiana,Natchitoches Parish,2001,38780.0,LA,30326.0,1156.0
22,71,Louisiana,Orleans Parish,2001,477932.0,LA,37468.0,1104.0
22,73,Louisiana,Ouachita Parish,2001,146601.0,LA,39823.0,1488.0
22,75,Louisiana,Plaquemines Parish,2001,26852.0,LA,54730.0,5795.0
22,77,Louisiana,Pointe Coupee Parish,2001,22522.0,LA,41177.0,3357.0
22,79,Louisiana,Rapides Parish,2001,126276.0,LA,40658.0,1056.0
22,81,Louisiana,Red River Parish,2001,9478.0,LA,34723.0,3970.0
22,83,Louisiana,Richland Parish,2001,20848.0,LA,37682.0,3234.0
22,85,Louisiana,Sabine Parish,2001,23345.0,LA,35395.0,2358.0
22,87,Louisiana,St. Bernard Parish,2001,66554.0,LA,39200.0,2982.0
22,89,Louisiana,St. Charles Parish,2001,48412.0,LA,60961.0,2834.0
22,91,Louisiana,St. Helena Parish,2001,10424.0,LA,27393.0,3414.0
22,93,Louisiana,St. James Parish,2001,21146.0,LA,51725.0,3551.0
22,95,Louisiana,St. John the Baptist Parish,2001,43575.0,LA,47666.0,2479.0
22,97,Louisiana,St. Landry Parish,2001,87605.0,LA,31813.0,1338.0
22,99,Louisiana,St. Martin Parish,2001,49068.0,LA,41302.0,3864.0
22,101,Louisiana,St. Mary Parish,2001,52528.0,LA,40431.0,2132.0
22,103,Louisiana,St. Tammany Parish,2001,195718.0,LA,60866.0,1130.0
22,105,Louisiana,Tangipahoa Parish,2001,101614.0,LA,38957.0,1428.0
22,107,Louisiana,Tensas Parish,2001,6462.0,LA,27157.0,5233.0
22,109,Louisiana,Terrebonne Parish,2001,104729.0,LA,48437.0,1324.0
22,111,Louisiana,Union Parish,2001,22804.0,LA,38930.0,3480.0
22,113,Louisiana,Vermilion Parish,2001,53952.0,LA,42693.0,2243.0
22,115,Louisiana,Vernon Parish,2001,52233.0,LA,42554.0,1115.0
22,117,Louisiana,Washington Parish,2001,43776.0,LA,30363.0,2158.0
22,119,Louisiana,Webster Parish,2001,41314.0,LA,35999.0,3147.0
22,121,Louisiana,West Baton Rouge Parish,2001,21620.0,LA,47298.0,4828.0
22,123,Louisiana,West Carroll Parish,2001,12069.0,LA,33901.0,3751.0
22,125,Louisiana,West Feliciana Parish,2001,15078.0,LA,43411.0,4780.0
22,127,Louisiana,Winn Parish,2001,16493.0,LA,32039.0,2872.0
23,1,Maine,Androscoggin County,2001,104148.0,ME,44470.0,2078.0
23,3,Maine,Aroostook County,2001,72873.0,ME,36574.0,1110.0
23,5,Maine,Cumberland County,2001,268021.0,ME,55658.0,1051.0
23,7,Maine,Franklin County,2001,29535.0,ME,39831.0,2153.0
23,9,Maine,Hancock County,2001,51917.0,ME,47533.0,1985.0
23,11,Maine,Kennebec County,2001,117967.0,ME,45973.0,1677.0
23,13,Maine,Knox County,2001,39970.0,ME,45264.0,1899.0
23,15,Maine,Lincoln County,2001,33997.0,ME,47678.0,2752.0
23,17,Maine,Oxford County,2001,55009.0,ME,39748.0,1543.0
23,19,Maine,Penobscot County,2001,145589.0,ME,42658.0,1095.0
23,21,Maine,Piscataquis County,2001,17135.0,ME,34016.0,1294.0
23,23,Maine,Sagadahoc County,2001,35498.0,ME,55486.0,1568.0
23,25,Maine,Somerset County,2001,50769.0,ME,36647.0,1119.0
23,27,Maine,Waldo County,2001,37015.0,ME,41312.0,1559.0
23,29,Maine,Washington County,2001,33419.0,ME,34859.0,1250.0
23,31,Maine,York County,2001,191929.0,ME,55008.0,1025.0
24,1,Maryland,Allegany County,2001,74314.0,MD,37747.0,1758.0
24,3,Maryland,Anne Arundel County,2001,497045.0,MD,83456.0,1161.0
24,5,Maryland,Baltimore County,2001,762356.0,MD,63959.0,699.0
24,9,Maryland,Calvert County,2001,77342.0,MD,90838.0,2649.0
24,11,Maryland,Caroline County,2001,29905.0,MD,58799.0,2059.0
24,13,Maryland,Carroll County,2001,154475.0,MD,81621.0,1658.0
24,15,Maryland,Cecil County,2001,88256.0,MD,64886.0,1872.0
24,17,Maryland,Charles County,2001,124699.0,MD,88825.0,1557.0
24,19,Maryland,Dorchester County,2001,30600.0,MD,45151.0,1681.0
24,21,Maryland,Frederick County,2001,201994.0,MD,81686.0,1890.0
24,23,Maryland,Garrett County,2001,29724.0,MD,45760.0,2031.0
24,25,Maryland,Harford County,2001,222323.0,MD,77010.0,1228.0
24,27,Maryland,Howard County,2001,255157.0,MD,103273.0,1619.0
24,29,Maryland,Kent County,2001,19363.0,MD,50141.0,3709.0
24,31,Maryland,Montgomery County,2001,893275.0,MD,93373.0,838.0
24,33,Maryland,Prince George's County,2001,815028.0,MD,71260.0,789.0
24,35,Maryland,Queen Anne's County,2001,41295.0,MD,81096.0,3028.0
24,37,Maryland,St. Mary's County,2001,87468.0,MD,80053.0,2311.0
24,39,Maryland,Somerset County,2001,25156.0,MD,42443.0,3351.0
24,41,Maryland,Talbot County,2001,34103.0,MD,63017.0,2936.0
24,43,Maryland,Washington County,2001,133000.0,MD,52994.0,1733.0
24,45,Maryland,Wicomico County,2001,85304.0,MD,50752.0,1439.0
24,47,Maryland,Worcester County,2001,47598.0,MD,55487.0,2738.0
24,510,Maryland,Baltimore city,2001,645253.0,MD,,
25,1,Massachusetts,Barnstable County,2001,224928.0,MA,60317.0,1168.0
25,3,Massachusetts,Berkshire County,2001,133723.0,MA,48907.0,1429.0
25,5,Massachusetts,Bristol County,2001,538299.0,MA,54955.0,849.0
25,7,Massachusetts,Dukes County,2001,15201.0,MA,62407.0,8087.0
25,9,Massachusetts,Essex County,2001,730782.0,MA,64153.0,773.0
25,11,Massachusetts,Franklin County,2001,71593.0,MA,52002.0,1718.0
25,13,Massachusetts,Hampden County,2001,457723.0,MA,47724.0,852.0
25,15,Massachusetts,Hampshire County,2001,152304.0,MA,59505.0,1652.0
25,17,Massachusetts,Middlesex County,2001,1476773.0,MA,77377.0,719.0
25,19,Massachusetts,Nantucket County,2001,9742.0,MA,83347.0,7132.0
25,21,Massachusetts,Norfolk County,2001,653482.0,MA,81027.0,1039.0
25,23,Massachusetts,Plymouth County,2001,478981.0,MA,73131.0,895.0
25,25,Massachusetts,Suffolk County,2001,705348.0,MA,50597.0,809.0
25,27,Massachusetts,Worcester County,2001,762851.0,MA,64152.0,768.0
26,1,Michigan,Alcona County,2001,11691.0,MI,34858.0,1242.0
26,3,Michigan,Alger County,2001,9807.0,MI,38262.0,2307.0
26,5,Michigan,Allegan County,2001,107752.0,MI,50240.0,1409.0
26,7,Michigan,Alpena County,2001,31126.0,MI,36695.0,1279.0
26,9,Michigan,Antrim County,2001,23477.0,MI,43123.0,1627.0
26,11,Michigan,Arenac County,2001,17170.0,MI,36689.0,1218.0
26,13,Michigan,Baraga County,2001,8870.0,MI,40541.0,2547.0
26,15,Michigan,Barry County,2001,57437.0,MI,51869.0,1684.0
26,17,Michigan,Bay County,2001,109654.0,MI,44659.0,1046.0
26,19,Michigan,Benzie County,2001,16463.0,MI,44718.0,1616.0
26,21,Michigan,Berrien County,2001,161683.0,MI,42625.0,936.0
26,23,Michigan,Branch County,2001,46022.0,MI,42133.0,1475.0
26,25,Michigan,Calhoun County,2001,138052.0,MI,42568.0,1058.0
26,27,Michigan,Cass County,2001,51104.0,MI,45177.0,1913.0
26,29,Michigan,Charlevoix County,2001,26401.0,MI,48704.0,1959.0
26,31,Michigan,Cheboygan County,2001,26884.0,MI,37903.0,1427.0
26,33,Michigan,Chippewa County,2001,38459.0,MI,40194.0,1992.0
26,35,Michigan,Clare County,2001,31300.0,MI,34399.0,1416.0
26,37,Michigan,Clinton County,2001,65516.0,MI,58016.0,1430.0
26,39,Michigan,Crawford County,2001,14423.0,MI,39665.0,2138.0
26,41,Michigan,Delta County,2001,38336.0,MI,41951.0,1802.0
26,43,Michigan,Dickinson County,2001,27190.0,MI,42586.0,1583.0
26,45,Michigan,Eaton County,2001,104639.0,MI,54885.0,1071.0
26,47,Michigan,Emmet County,2001,32133.0,MI,49235.0,1785.0
26,49,Michigan,Genesee County,2001,437901.0,MI,43483.0,617.0
26,51,Michigan,Gladwin County,2001,26447.0,MI,37936.0,1333.0
26,53,Michigan,Gogebic County,2001,17586.0,MI,33673.0,2162.0
26,55,Michigan,Grand Traverse County,2001,79932.0,MI,50647.0,1415.0
26,57,Michigan,Gratiot County,2001,42463.0,MI,40114.0,2763.0
26,59,Michigan,Hillsdale County,2001,46586.0,MI,42989.0,1418.0
26,61,Michigan,Houghton County,2001,35553.0,MI,34174.0,1757.0
26,63,Michigan,Huron County,2001,35622.0,MI,40038.0,984.0
26,65,Michigan,Ingham County,2001,280652.0,MI,45808.0,790.0
26,67,Michigan,Ionia County,2001,61900.0,MI,46454.0,1984.0
26,69,Michigan,Iosco County,2001,27139.0,MI,36861.0,1675.0
26,71,Michigan,Iron County,2001,12854.0,MI,33734.0,2063.0
26,73,Michigan,Isabella County,2001,63870.0,MI,36880.0,1536.0
26,75,Michigan,Jackson County,2001,159756.0,MI,46117.0,1074.0
26,77,Michigan,Kalamazoo County,2001,240048.0,MI,44794.0,860.0
26,79,Michigan,Kalkaska County,2001,16816.0,MI,39350.0,1880.0
26,81,Michigan,Kent County,2001,582158.0,MI,49532.0,603.0
26,83,Michigan,Keweenaw County,2001,2294.0,MI,38872.0,3513.0
26,85,Michigan,Lake County,2001,11565.0,MI,31205.0,1249.0
26,87,Michigan,Lapeer County,2001,89240.0,MI,55005.0,1738.0
26,89,Michigan,Leelanau County,2001,21511.0,MI,56527.0,2931.0
26,91,Michigan,Lenawee County,2001,99573.0,MI,48618.0,1174.0
26,93,Michigan,Livingston County,2001,163354.0,MI,72129.0,1435.0
26,95,Michigan,Luce County,2001,7080.0,MI,40041.0,3631.0
26,97,Michigan,Mackinac County,2001,11711.0,MI,39339.0,3069.0
26,99,Michigan,Macomb County,2001,799945.0,MI,53996.0,502.0
26,101,Michigan,Manistee County,2001,24707.0,MI,40853.0,1936.0
26,103,Michigan,Marquette County,2001,64616.0,MI,45130.0,1371.0
26,105,Michigan,Mason County,2001,28475.0,MI,40039.0,1897.0
26,107,Michigan,Mecosta County,2001,40891.0,MI,35887.0,1791.0
26,109,Michigan,Menominee County,2001,25153.0,MI,41332.0,893.0
26,111,Michigan,Midland County,2001,83516.0,MI,51103.0,1515.0
26,113,Michigan,Missaukee County,2001,14592.0,MI,40376.0,1517.0
26,115,Michigan,Monroe County,2001,147645.0,MI,55366.0,1085.0
26,117,Michigan,Montcalm County,2001,61992.0,MI,39775.0,1130.0
26,119,Michigan,Montmorency County,2001,10432.0,MI,34447.0,1872.0
26,121,Michigan,Muskegon County,2001,171242.0,MI,40670.0,819.0
26,123,Michigan,Newaygo County,2001,48588.0,MI,43218.0,1337.0
26,125,Michigan,Oakland County,2001,1201013.0,MI,66390.0,567.0
26,127,Michigan,Oceana County,2001,27079.0,MI,39543.0,1283.0
26,129,Michigan,Ogemaw County,2001,21687.0,MI,35968.0,1510.0
26,131,Michigan,Ontonagon County,2001,7709.0,MI,35269.0,3121.0
26,133,Michigan,Osceola County,2001,23320.0,MI,38341.0,1436.0
26,135,Michigan,Oscoda County,2001,9439.0,MI,32346.0,2731.0
26,137,Michigan,Otsego County,2001,23725.0,MI,45531.0,1987.0
26,139,Michigan,Ottawa County,2001,243502.0,MI,55095.0,1050.0
26,141,Michigan,Presque Isle County,2001,14249.0,MI,37383.0,1611.0
26,143,Michigan,Roscommon County,2001,25704.0,MI,33542.0,2190.0
26,145,Michigan,Saginaw County,2001,209363.0,MI,42954.0,763.0
26,147,Michigan,St. Clair County,2001,165856.0,MI,49120.0,1240.0
26,149,Michigan,St. Joseph County,2001,62471.0,MI,44392.0,1378.0
26,151,Michigan,Sanilac County,2001,44568.0,MI,40818.0,1059.0
26,153,Michigan,Schoolcraft County,2001,8826.0,MI,36925.0,2694.0
26,155,Michigan,Shiawassee County,2001,71927.0,MI,46453.0,1640.0
26,157,Michigan,Tuscola County,2001,58176.0,MI,42198.0,1029.0
26,159,Michigan,Van Buren County,2001,76737.0,MI,44435.0,1776.0
26,161,Michigan,Washtenaw County,2001,329234.0,MI,59065.0,1278.0
26,163,Michigan,Wayne County,2001,2059824.0,MI,42241.0,327.0
26,165,Michigan,Wexford County,2001,30690.0,MI,39997.0,1508.0
27,1,Minnesota,Aitkin County,2001,15332.0,MN,40226.0,1709.0
27,3,Minnesota,Anoka County,2001,305002.0,MN,69028.0,836.0
27,5,Minnesota,Becker County,2001,30273.0,MN,46056.0,1577.0
27,7,Minnesota,Beltrami County,2001,40418.0,MN,43394.0,1813.0
27,9,Minnesota,Benton County,2001,35697.0,MN,50848.0,1898.0
27,11,Minnesota,Big Stone County,2001,5679.0,MN,42870.0,2016.0
27,13,Minnesota,Blue Earth County,2001,56510.0,MN,47871.0,1852.0
27,15,Minnesota,Brown County,2001,26897.0,MN,47696.0,1959.0
27,17,Minnesota,Carlton County,2001,32005.0,MN,52858.0,1759.0
27,19,Minnesota,Carver County,2001,73109.0,MN,80280.0,2357.0
27,21,Minnesota,Cass County,2001,27608.0,MN,42445.0,1519.0
27,23,Minnesota,Chippewa County,2001,12945.0,MN,43956.0,2325.0
27,25,Minnesota,Chisago County,2001,43091.0,MN,64726.0,1869.0
27,27,Minnesota,Clay County,2001,51369.0,MN,50057.0,2063.0
27,29,Minnesota,Clearwater County,2001,8330.0,MN,39310.0,2226.0
27,31,Minnesota,Cook County,2001,5192.0,MN,49162.0,4073.0
27,33,Minnesota,Cottonwood County,2001,12054.0,MN,40292.0,1878.0
27,35,Minnesota,Crow Wing County,2001,56135.0,MN,44659.0,1328.0
27,37,Minnesota,Dakota County,2001,363622.0,MN,72850.0,1137.0
27,39,Minnesota,Dodge County,2001,18093.0,MN,64438.0,2336.0
27,41,Minnesota,Douglas County,2001,33248.0,MN,46789.0,1660.0
27,43,Minnesota,Faribault County,2001,15908.0,MN,41631.0,1951.0
27,45,Minnesota,Fillmore County,2001,21190.0,MN,45888.0,1958.0
27,47,Minnesota,Freeborn County,2001,32430.0,MN,43090.0,1919.0
27,49,Minnesota,Goodhue County,2001,44556.0,MN,56366.0,2196.0
27,51,Minnesota,Grant County,2001,6247.0,MN,41697.0,2445.0
27,53,Minnesota,Hennepin County,2001,1124929.0,MN,61328.0,421.0
27,55,Minnesota,Houston County,2001,19888.0,MN,50855.0,2360.0
27,57,Minnesota,Hubbard County,2001,18361.0,MN,45066.0,1461.0
27,59,Minnesota,Isanti County,2001,32627.0,MN,57260.0,2267.0
27,61,Minnesota,Itasca County,2001,43839.0,MN,45621.0,1854.0
27,63,Minnesota,Jackson County,2001,11068.0,MN,46869.0,2677.0
27,65,Minnesota,Kanabec County,2001,15226.0,MN,45672.0,1818.0
27,67,Minnesota,Kandiyohi County,2001,41179.0,MN,49512.0,2058.0
27,69,Minnesota,Kittson County,2001,5159.0,MN,47568.0,3615.0
27,71,Minnesota,Koochiching County,2001,14103.0,MN,39571.0,3483.0
27,73,Minnesota,Lac qui Parle County,2001,7884.0,MN,45550.0,2038.0
27,75,Minnesota,Lake County,2001,11111.0,MN,46765.0,4826.0
27,77,Minnesota,Lake of the Woods County,2001,4441.0,MN,46080.0,5140.0
27,79,Minnesota,Le Sueur County,2001,25702.0,MN,57477.0,2183.0
27,81,Minnesota,Lincoln County,2001,6311.0,MN,44672.0,2432.0
27,83,Minnesota,Lyon County,2001,25392.0,MN,46872.0,2586.0
27,85,Minnesota,McLeod County,2001,35175.0,MN,58544.0,2189.0
27,87,Minnesota,Mahnomen County,2001,5173.0,MN,38523.0,2756.0
27,89,Minnesota,Marshall County,2001,9922.0,MN,48565.0,1731.0
27,91,Minnesota,Martin County,2001,21425.0,MN,43960.0,2173.0
27,93,Minnesota,Meeker County,2001,22782.0,MN,51173.0,1474.0
27,95,Minnesota,Mille Lacs County,2001,22908.0,MN,45273.0,1363.0
27,97,Minnesota,Morrison County,2001,32042.0,MN,47085.0,1707.0
27,99,Minnesota,Mower County,2001,38679.0,MN,44497.0,2249.0
27,101,Minnesota,Murray County,2001,9059.0,MN,45657.0,2861.0
27,103,Minnesota,Nicollet County,2001,30185.0,MN,57540.0,2552.0
27,105,Minnesota,Nobles County,2001,20747.0,MN,43040.0,1842.0
27,107,Minnesota,Norman County,2001,7280.0,MN,41784.0,1995.0
27,109,Minnesota,Olmsted County,2001,126798.0,MN,64090.0,1297.0
27,111,Minnesota,Otter Tail County,2001,57080.0,MN,43478.0,896.0
27,113,Minnesota,Pennington County,2001,13370.0,MN,44926.0,4079.0
27,115,Minnesota,Pine County,2001,27063.0,MN,43938.0,1849.0
27,117,Minnesota,Pipestone County,2001,9811.0,MN,40589.0,2106.0
27,119,Minnesota,Polk County,2001,31021.0,MN,47233.0,2243.0
27,121,Minnesota,Pope County,2001,11152.0,MN,47196.0,1716.0
27,123,Minnesota,Ramsey County,2001,512979.0,MN,51915.0,565.0
27,125,Minnesota,Red Lake County,2001,4289.0,MN,47835.0,2787.0
27,127,Minnesota,Redwood County,2001,16588.0,MN,44181.0,1386.0
27,129,Minnesota,Renville County,2001,16882.0,MN,47623.0,1484.0
27,131,Minnesota,Rice County,2001,57717.0,MN,58771.0,1780.0
27,133,Minnesota,Rock County,2001,9679.0,MN,45411.0,2289.0
27,135,Minnesota,Roseau County,2001,16169.0,MN,49400.0,1991.0
27,137,Minnesota,St. Louis County,2001,200852.0,MN,44941.0,700.0
27,139,Minnesota,Scott County,2001,97200.0,MN,82190.0,1724.0
27,141,Minnesota,Sherburne County,2001,68263.0,MN,71704.0,1941.0
27,143,Minnesota,Sibley County,2001,15360.0,MN,51449.0,1342.0
27,145,Minnesota,Stearns County,2001,135996.0,MN,51779.0,921.0
27,147,Minnesota,Steele County,2001,34189.0,MN,55321.0,1930.0
27,149,Minnesota,Stevens County,2001,9978.0,MN,47055.0,5428.0
27,151,Minnesota,Swift County,2001,11520.0,MN,41486.0,3343.0
27,153,Minnesota,Todd County,2001,24461.0,MN,42927.0,1431.0
27,155,Minnesota,Traverse County,2001,3970.0,MN,41287.0,1934.0
27,157,Minnesota,Wabasha County,2001,21787.0,MN,51112.0,1405.0
27,159,Minnesota,Wadena County,2001,13649.0,MN,34686.0,2141.0
27,161,Minnesota,Waseca County,2001,19494.0,MN,50552.0,2059.0
27,163,Minnesota,Washington County,2001,206692.0,MN,79109.0,1196.0
27,165,Minnesota,Watonwan County,2001,11820.0,MN,44228.0,2554.0
27,167,Minnesota,Wilkin County,2001,6960.0,MN,48692.0,4628.0
27,169,Minnesota,Winona County,2001,49822.0,MN,44217.0,1944.0
27,171,Minnesota,Wright County,2001,93741.0,MN,67963.0,1628.0
27,173,Minnesota,Yellow Medicine County,2001,10924.0,MN,50288.0,2724.0
28,1,Mississippi,Adams County,2001,33748.0,MS,27096.0,1499.0
28,3,Mississippi,Alcorn County,2001,34652.0,MS,32342.0,2027.0
28,5,Mississippi,Amite County,2001,13510.0,MS,27615.0,4147.0
28,7,Mississippi,Attala County,2001,19627.0,MS,28508.0,1978.0
28,9,Mississippi,Benton County,2001,7919.0,MS,29202.0,5777.0
28,11,Mississippi,Bolivar County,2001,40062.0,MS,26005.0,1464.0
28,13,Mississippi,Calhoun County,2001,14949.0,MS,28484.0,2969.0
28,15,Mississippi,Carroll County,2001,10659.0,MS,29290.0,3871.0
28,17,Mississippi,Chickasaw County,2001,19452.0,MS,30092.0,3783.0
28,19,Mississippi,Choctaw County,2001,9611.0,MS,30994.0,2203.0
28,21,Mississippi,Claiborne County,2001,11677.0,MS,24150.0,4719.0
28,23,Mississippi,Clarke County,2001,17797.0,MS,29103.0,3055.0
28,25,Mississippi,Clay County,2001,21797.0,MS,31727.0,2523.0
28,27,Mississippi,Coahoma County,2001,30275.0,MS,24726.0,1785.0
28,29,Mississippi,Copiah County,2001,28828.0,MS,36637.0,2308.0
28,31,Mississippi,Covington County,2001,19467.0,MS,32456.0,3481.0
28,33,Mississippi,DeSoto County,2001,113263.0,MS,59418.0,1420.0
28,35,Mississippi,Forrest County,2001,73240.0,MS,34448.0,2150.0
28,37,Mississippi,Franklin County,2001,8342.0,MS,33324.0,3578.0
28,39,Mississippi,George County,2001,19462.0,MS,45492.0,3101.0
28,41,Mississippi,Greene County,2001,13212.0,MS,40828.0,3802.0
28,43,Mississippi,Grenada County,2001,23041.0,MS,32901.0,2598.0
28,45,Mississippi,Hancock County,2001,43847.0,MS,44494.0,2755.0
28,47,Mississippi,Harrison County,2001,190270.0,MS,45668.0,1220.0
28,49,Mississippi,Hinds County,2001,249440.0,MS,39215.0,1176.0
28,51,Mississippi,Holmes County,2001,21387.0,MS,21375.0,1056.0
28,53,Mississippi,Humphreys County,2001,11036.0,MS,25131.0,2681.0
28,55,Mississippi,Issaquena County,2001,2175.0,MS,21360.0,5093.0
28,57,Mississippi,Itawamba County,2001,22827.0,MS,37588.0,2462.0
28,59,Mississippi,Jackson County,2001,132563.0,MS,47906.0,2155.0
28,61,Mississippi,Jasper County,2001,18317.0,MS,30177.0,4045.0
28,63,Mississippi,Jefferson County,2001,9622.0,MS,24304.0,5304.0
28,65,Mississippi,Jefferson Davis County,2001,13643.0,MS,25986.0,2694.0
28,67,Mississippi,Jones County,2001,64863.0,MS,36017.0,1203.0
28,69,Mississippi,Kemper County,2001,10591.0,MS,25649.0,2574.0
28,71,Mississippi,Lafayette County,2001,39122.0,MS,39080.0,2585.0
28,73,Mississippi,Lamar County,2001,39954.0,MS,48048.0,2403.0
28,75,Mississippi,Lauderdale County,2001,77509.0,MS,33926.0,1614.0
28,77,Mississippi,Lawrence County,2001,13319.0,MS,35593.0,4904.0
28,79,Mississippi,Leake County,2001,21456.0,MS,31986.0,2691.0
28,81,Mississippi,Lee County,2001,76573.0,MS,39049.0,1604.0
28,83,Mississippi,Leflore County,2001,37045.0,MS,22020.0,1956.0
28,85,Mississippi,Lincoln County,2001,33164.0,MS,38405.0,2772.0
28,87,Mississippi,Lowndes County,2001,60971.0,MS,37607.0,2209.0
28,89,Mississippi,Madison County,2001,76526.0,MS,59585.0,2543.0
28,91,Mississippi,Marion County,2001,25268.0,MS,31332.0,1386.0
28,93,Mississippi,Marshall County,2001,35043.0,MS,34183.0,3171.0
28,95,Mississippi,Monroe County,2001,37992.0,MS,35685.0,2017.0
28,97,Mississippi,Montgomery County,2001,12077.0,MS,31488.0,2643.0
28,99,Mississippi,Neshoba County,2001,28490.0,MS,34905.0,2517.0
28,101,Mississippi,Newton County,2001,21855.0,MS,36154.0,2135.0
28,103,Mississippi,Noxubee County,2001,12438.0,MS,22178.0,2786.0
28,105,Mississippi,Oktibbeha County,2001,42826.0,MS,30320.0,2684.0
28,107,Mississippi,Panola County,2001,34490.0,MS,34030.0,2608.0
28,109,Mississippi,Pearl River County,2001,49353.0,MS,40038.0,3151.0
28,111,Mississippi,Perry County,2001,12169.0,MS,38887.0,2426.0
28,113,Mississippi,Pike County,2001,38695.0,MS,30779.0,1747.0
28,115,Mississippi,Pontotoc County,2001,27073.0,MS,38420.0,3834.0
28,117,Mississippi,Prentiss County,2001,25453.0,MS,31262.0,2117.0
28,119,Mississippi,Quitman County,2001,9960.0,MS,24169.0,1792.0
28,121,Mississippi,Rankin County,2001,118950.0,MS,54028.0,1656.0
28,123,Mississippi,Scott County,2001,28489.0,MS,35765.0,2348.0
28,125,Mississippi,Sharkey County,2001,6362.0,MS,30129.0,4348.0
28,127,Mississippi,Simpson County,2001,27438.0,MS,36739.0,3236.0
28,129,Mississippi,Smith County,2001,16119.0,MS,37176.0,3550.0
28,131,Mississippi,Stone County,2001,14068.0,MS,43728.0,6057.0
28,133,Mississippi,Sunflower County,2001,33954.0,MS,25012.0,1818.0
28,135,Mississippi,Tallahatchie County,2001,14632.0,MS,24668.0,2390.0
28,137,Mississippi,Tate County,2001,25504.0,MS,41102.0,2143.0
28,139,Mississippi,Tippah County,2001,20871.0,MS,32109.0,3499.0
28,141,Mississippi,Tishomingo County,2001,18964.0,MS,30211.0,1972.0
28,143,Mississippi,Tunica County,2001,9358.0,MS,29994.0,3368.0
28,145,Mississippi,Union County,2001,25708.0,MS,35928.0,3478.0
28,147,Mississippi,Walthall County,2001,15099.0,MS,33054.0,2385.0
28,149,Mississippi,Warren County,2001,49247.0,MS,40404.0,3042.0
28,151,Mississippi,Washington County,2001,61654.0,MS,27797.0,1743.0
28,153,Mississippi,Wayne County,2001,21142.0,MS,31081.0,2415.0
28,155,Mississippi,Webster County,2001,10259.0,MS,34107.0,5413.0
28,157,Mississippi,Wilkinson County,2001,10268.0,MS,28066.0,3017.0
28,159,Mississippi,Winston County,2001,20061.0,MS,30738.0,2101.0
28,161,Mississippi,Yalobusha County,2001,13404.0,MS,29911.0,5108.0
28,163,Mississippi,Yazoo County,2001,27770.0,MS,27356.0,2306.0
29,1,Missouri,Adair County,2001,24919.0,MO,31176.0,1475.0
29,3,Missouri,Andrew County,2001,16589.0,MO,52720.0,3442.0
29,5,Missouri,Atchison County,2001,6383.0,MO,42375.0,2924.0
29,7,Missouri,Audrain County,2001,25721.0,MO,40935.0,2823.0
29,9,Missouri,Barry County,2001,34089.0,MO,36143.0,1931.0
29,11,Missouri,Barton County,2001,12682.0,MO,39573.0,2265.0
29,13,Missouri,Bates County,2001,16772.0,MO,38882.0,3391.0
29,15,Missouri,Benton County,2001,17366.0,MO,33305.0,1785.0
29,17,Missouri,Bollinger County,2001,12239.0,MO,33938.0,2909.0
29,19,Missouri,Boone County,2001,137683.0,MO,45786.0,1288.0
29,21,Missouri,Buchanan County,2001,86184.0,MO,42393.0,1498.0
29,23,Missouri,Butler County,2001,40682.0,MO,33525.0,1797.0
29,25,Missouri,Caldwell County,2001,8989.0,MO,39439.0,4083.0
29,27,Missouri,Callaway County,2001,41494.0,MO,49544.0,2529.0
29,29,Missouri,Camden County,2001,37356.0,MO,44617.0,2171.0
29,31,Missouri,Cape Girardeau County,2001,69231.0,MO,44479.0,1425.0
29,33,Missouri,Carroll County,2001,10179.0,MO,41619.0,3072.0
29,35,Missouri,Carter County,2001,5870.0,MO,28408.0,3499.0
29,37,Missouri,Cass County,2001,84665.0,MO,60097.0,1463.0
29,39,Missouri,Cedar County,2001,13861.0,MO,32800.0,3499.0
29,41,Missouri,Chariton County,2001,8255.0,MO,41558.0,3240.0
29,43,Missouri,Christian County,2001,56931.0,MO,51135.0,1781.0
29,45,Missouri,Clark County,2001,7433.0,MO,38133.0,3275.0
29,47,Missouri,Clay County,2001,189229.0,MO,58559.0,1269.0
29,49,Missouri,Clinton County,2001,19394.0,MO,51915.0,2052.0
29,51,Missouri,Cole County,2001,71613.0,MO,53877.0,1848.0
29,53,Missouri,Cooper County,2001,16661.0,MO,42586.0,3187.0
29,55,Missouri,Crawford County,2001,22784.0,MO,34506.0,2128.0
29,57,Missouri,Dade County,2001,7852.0,MO,32714.0,2149.0
29,59,Missouri,Dallas County,2001,15734.0,MO,38101.0,2387.0
29,61,Missouri,Daviess County,2001,7935.0,MO,39925.0,2110.0
29,63,Missouri,DeKalb County,2001,13009.0,MO,43267.0,3369.0
29,65,Missouri,Dent County,2001,15031.0,MO,36118.0,2350.0
29,67,Missouri,Douglas County,2001,13050.0,MO,30968.0,1872.0
29,69,Missouri,Dunklin County,2001,32873.0,MO,29375.0,1480.0
