,BUYER_STATE,BUYER_COUNTY,Year,MME
9211,MN,LE SUEUR,2007,1572.012342
9212,MN,LE SUEUR,2008,1866.4221
9213,MN,LE SUEUR,2009,1935.3768375
9214,MN,LE SUEUR,2010,1898.6721338625
9215,MN,LE SUEUR,2011,2050.523025
9216,MN,LE SUEUR,2012,1888.3946025
9217,MN,LINCOLN,2006,531.043998
9218,MN,LINCOLN,2007,668.471253
9219,MN,LINCOLN,2008,582.991503
9220,MN,LINCOLN,2009,906.8090625
9221,MN,LINCOLN,2010,670.4097
9222,MN,LINCOLN,2011,569.73723
9223,MN,LINCOLN,2012,602.78295
9224,MN,LYON,2006,2806.2905235
9225,MN,LYON,2007,2637.722175
9226,MN,LYON,2008,2876.6585250000003
9227,MN,LYON,2009,2813.8952288625
9228,MN,LYON,2010,3012.8507775000003
9229,MN,LYON,2011,3072.0031463625
9230,MN,LYON,2012,3149.9485165875
9231,MN,MAHNOMEN,2006,767.5250625
9232,MN,MAHNOMEN,2007,711.065415
9233,MN,MAHNOMEN,2008,722.2902375
9234,MN,MAHNOMEN,2009,645.7117125
9235,MN,MAHNOMEN,2010,481.33734
9236,MN,MAHNOMEN,2011,560.850555
9237,MN,MAHNOMEN,2012,687.8104875
9238,MN,MARSHALL,2006,202.2417
9239,MN,MARSHALL,2007,367.5024375
9240,MN,MARSHALL,2008,495.4776375
9241,MN,MARSHALL,2009,662.045475
9242,MN,MARSHALL,2010,460.4044875
9243,MN,MARSHALL,2011,524.291925
9244,MN,MARSHALL,2012,530.88579
9245,MN,MARTIN,2006,2242.106625
9246,MN,MARTIN,2007,2993.705847
9247,MN,MARTIN,2008,3848.615124
9248,MN,MARTIN,2009,4531.8476625
9249,MN,MARTIN,2010,4706.449882725
9250,MN,MARTIN,2011,5001.940147725
9251,MN,MARTIN,2012,4891.526205
9252,MN,MCLEOD,2006,5830.7315055
9253,MN,MCLEOD,2007,6361.1529285
9254,MN,MCLEOD,2008,8015.664708
9255,MN,MCLEOD,2009,8876.447040000001
9256,MN,MCLEOD,2010,8483.891025
9257,MN,MCLEOD,2011,8811.341775
9258,MN,MCLEOD,2012,8205.417300000001
9259,MN,MEEKER,2006,2198.3515875
9260,MN,MEEKER,2007,2560.678875
9261,MN,MEEKER,2008,2840.9981625
9262,MN,MEEKER,2009,2720.6881125
9263,MN,MEEKER,2010,2866.8213285
9264,MN,MEEKER,2011,3153.2280525
9265,MN,MEEKER,2012,3717.958365
9266,MN,MILLE LACS,2006,9191.196594000001
9267,MN,MILLE LACS,2007,9707.294709
9268,MN,MILLE LACS,2008,10297.5139095
9269,MN,MILLE LACS,2009,11075.0115375
9270,MN,MILLE LACS,2010,11443.93071
9271,MN,MILLE LACS,2011,13601.869185
9272,MN,MILLE LACS,2012,14420.8297390875
9273,MN,MORRISON,2006,4472.4117338625
9274,MN,MORRISON,2007,4509.9751485
9275,MN,MORRISON,2008,4874.1209449875005
9276,MN,MORRISON,2009,5685.4996329375
9277,MN,MORRISON,2010,5699.7669422625
9278,MN,MORRISON,2011,6023.343195225
9279,MN,MORRISON,2012,7074.1611865875
9280,MN,MOWER,2006,5033.857326
9281,MN,MOWER,2007,5513.92836
9282,MN,MOWER,2008,5961.5782500375
9283,MN,MOWER,2009,6331.3272270375
9284,MN,MOWER,2010,7525.903432725
9285,MN,MOWER,2011,8759.6468625
9286,MN,MOWER,2012,9578.42577
9287,MN,MURRAY,2006,486.86546250000004
9288,MN,MURRAY,2007,396.215325
9289,MN,MURRAY,2008,483.41205
9290,MN,MURRAY,2009,496.0548
9291,MN,MURRAY,2010,289.78981500000003
9292,MN,MURRAY,2011,296.3883
9293,MN,MURRAY,2012,336.1690275
9294,MN,NICOLLET,2006,927.7026375
9295,MN,NICOLLET,2007,889.0918485
9296,MN,NICOLLET,2008,1103.2402875
9297,MN,NICOLLET,2009,1496.944815
9298,MN,NICOLLET,2010,1332.2144250000001
9299,MN,NICOLLET,2011,1613.0883000000001
9300,MN,NICOLLET,2012,2393.950125
9301,MN,NOBLES,2006,1494.8366303625
9302,MN,NOBLES,2007,1974.5722785
9303,MN,NOBLES,2008,1783.146138
9304,MN,NOBLES,2009,1880.8349625
9305,MN,NOBLES,2010,1692.1767
9306,MN,NOBLES,2011,2139.3143625000002
9307,MN,NOBLES,2012,2170.2847875
9308,MN,NORMAN,2006,572.7301755
9309,MN,NORMAN,2007,639.798618
9310,MN,NORMAN,2008,740.560113
9311,MN,NORMAN,2009,674.7666375
9312,MN,NORMAN,2010,707.4598875
9313,MN,NORMAN,2011,743.333565
9314,MN,NORMAN,2012,744.0580125
9315,MN,OLMSTED,2006,24434.544308
9316,MN,OLMSTED,2007,30066.6196448625
9317,MN,OLMSTED,2008,29465.0953485
9318,MN,OLMSTED,2009,29777.5398115875
9319,MN,OLMSTED,2010,31508.2415325
9320,MN,OLMSTED,2011,34123.2969713625
9321,MN,OLMSTED,2012,33719.0761209
9322,MN,OTTER TAIL,2006,7124.2934145
9323,MN,OTTER TAIL,2007,8432.6962028625
9324,MN,OTTER TAIL,2008,8927.70231045
9325,MN,OTTER TAIL,2009,8650.3501218
9326,MN,OTTER TAIL,2010,8503.6873108875
9327,MN,OTTER TAIL,2011,10878.158005425
9328,MN,OTTER TAIL,2012,12284.7775902
9329,MN,PENNINGTON,2006,2776.9629720000003
9330,MN,PENNINGTON,2007,3030.1288425000002
9331,MN,PENNINGTON,2008,3436.7011365
9332,MN,PENNINGTON,2009,4025.5397443125003
9333,MN,PENNINGTON,2010,4002.84018
9334,MN,PENNINGTON,2011,4551.209265
9335,MN,PENNINGTON,2012,4658.604322725
9336,MN,PINE,2006,3495.6852865875003
9337,MN,PINE,2007,4409.289306
9338,MN,PINE,2008,4460.759835675
9339,MN,PINE,2009,4787.8583775
9340,MN,PINE,2010,5185.379565
9341,MN,PINE,2011,5819.582565
9342,MN,PINE,2012,6351.7547063625
9343,MN,PIPESTONE,2006,1843.063275
9344,MN,PIPESTONE,2007,1860.607005
9345,MN,PIPESTONE,2008,1841.390175
9346,MN,PIPESTONE,2009,1940.8920375
9347,MN,PIPESTONE,2010,2225.651595
9348,MN,PIPESTONE,2011,2465.4816675
9349,MN,PIPESTONE,2012,2864.34966
9350,MN,POLK,2006,4121.0131065000005
9351,MN,POLK,2007,4659.9980575875
9352,MN,POLK,2008,5461.5094134
9353,MN,POLK,2009,6011.642191575
9354,MN,POLK,2010,6308.4309118125
9355,MN,POLK,2011,6558.5557725
9356,MN,POLK,2012,7404.45063
9357,MN,POPE,2006,1176.7615695
9358,MN,POPE,2007,1387.9984615875
9359,MN,POPE,2008,1333.2185145375001
9360,MN,POPE,2009,1304.1081788625
9361,MN,POPE,2010,1661.0292270375
9362,MN,POPE,2011,1851.36735
9363,MN,POPE,2012,2196.0084375
9364,MN,RAMSEY,2006,72102.11001345
9365,MN,RAMSEY,2007,76182.5697637125
9366,MN,RAMSEY,2008,87422.21453225
9367,MN,RAMSEY,2009,104621.5638852
9368,MN,RAMSEY,2010,114203.5078706625
9369,MN,RAMSEY,2011,125362.666118625
9370,MN,RAMSEY,2012,131547.1509477375
9371,MN,RED LAKE,2006,107.1636
9372,MN,RED LAKE,2007,172.775925
9373,MN,RED LAKE,2008,171.15435
9374,MN,RED LAKE,2009,156.6571125
9375,MN,RED LAKE,2010,203.6498175
9376,MN,RED LAKE,2011,192.2304788625
9377,MN,RED LAKE,2012,197.628975
9378,MN,REDWOOD,2006,1119.7846815
9379,MN,REDWOOD,2007,1290.5733
9380,MN,REDWOOD,2008,1589.7748875
9381,MN,REDWOOD,2009,1922.20935
9382,MN,REDWOOD,2010,1634.4427163625
9383,MN,REDWOOD,2011,1993.515225
9384,MN,REDWOOD,2012,1985.36565
9385,MN,RENVILLE,2006,678.1433985
9386,MN,RENVILLE,2007,930.31695
9387,MN,RENVILLE,2008,1021.23405
9388,MN,RENVILLE,2009,1312.1539913625
9389,MN,RENVILLE,2010,1095.1958663625
9390,MN,RENVILLE,2011,1096.5202538625
9391,MN,RENVILLE,2012,1062.266107725
9392,MN,RICE,2006,6300.715083
9393,MN,RICE,2007,7185.3106875
9394,MN,RICE,2008,8074.8068925
9395,MN,RICE,2009,8178.69867
9396,MN,RICE,2010,8801.348115
9397,MN,RICE,2011,9815.663775
9398,MN,RICE,2012,11052.670282725
9399,MN,ROCK,2006,1136.0395625
9400,MN,ROCK,2007,1442.973681
9401,MN,ROCK,2008,1589.0354625
9402,MN,ROCK,2009,1661.4058125
9403,MN,ROCK,2010,1986.7258125
9404,MN,ROCK,2011,1928.5729125
9405,MN,ROCK,2012,1621.76634
9406,MN,ROSEAU,2006,2338.7918185875
9407,MN,ROSEAU,2007,2561.046243975
9408,MN,ROSEAU,2008,2666.130053025
9409,MN,ROSEAU,2009,3117.0377702250003
9410,MN,ROSEAU,2010,3416.0022943125
9411,MN,ROSEAU,2011,3490.8809438625
9412,MN,ROSEAU,2012,3774.1924275
9413,MN,SAINT LOUIS,2006,57552.07715925
9414,MN,SAINT LOUIS,2007,61700.5417635
9415,MN,SAINT LOUIS,2008,68123.0824433875
9416,MN,SAINT LOUIS,2009,69925.1650901625
9417,MN,SAINT LOUIS,2010,69178.4616216
9418,MN,SAINT LOUIS,2011,71592.5128530375
9419,MN,SAINT LOUIS,2012,73217.3526092625
9420,MN,SCOTT,2006,11873.0484878625
9421,MN,SCOTT,2007,13113.6721988625
9422,MN,SCOTT,2008,16776.8781023625
9423,MN,SCOTT,2009,16911.7539638625
9424,MN,SCOTT,2010,18185.722785225
9425,MN,SCOTT,2011,18706.5396943125
9426,MN,SCOTT,2012,20519.5435584
9427,MN,SHERBURNE,2006,6676.737154
9428,MN,SHERBURNE,2007,8329.4616555
9429,MN,SHERBURNE,2008,10226.113789725001
9430,MN,SHERBURNE,2009,11445.4968945375
9431,MN,SHERBURNE,2010,13551.959853975
9432,MN,SHERBURNE,2011,13343.1205770375
9433,MN,SHERBURNE,2012,14363.5607011125
9434,MN,SIBLEY,2006,1215.4747538625
9435,MN,SIBLEY,2007,1102.47179295
9436,MN,SIBLEY,2008,1066.304742225
9437,MN,SIBLEY,2009,1153.4542240875
9438,MN,SIBLEY,2010,1184.9320990875
9439,MN,SIBLEY,2011,1133.303932725
9440,MN,SIBLEY,2012,1304.762370225
9441,MN,STEARNS,2006,20377.754855362502
9442,MN,STEARNS,2007,22630.0990035
9443,MN,STEARNS,2008,21939.877769400002
9444,MN,STEARNS,2009,22181.95766475
9445,MN,STEARNS,2010,26198.526376125
9446,MN,STEARNS,2011,27517.2559329375
9447,MN,STEARNS,2012,29057.634451575
9448,MN,STEELE,2006,3036.623784
9449,MN,STEELE,2007,3662.4776555
9450,MN,STEELE,2008,4910.660952
9451,MN,STEELE,2009,5672.4535875
9452,MN,STEELE,2010,6150.0190125
9453,MN,STEELE,2011,6412.3653413625
9454,MN,STEELE,2012,6803.5110375
9455,MN,STEVENS,2006,408.9312705
9456,MN,STEVENS,2007,471.8628375
9457,MN,STEVENS,2008,552.9525
9458,MN,STEVENS,2009,570.9605625
9459,MN,STEVENS,2010,792.8513925
9460,MN,STEVENS,2011,1084.26435
9461,MN,STEVENS,2012,1316.070225
9462,MN,SWIFT,2006,616.948119
9463,MN,SWIFT,2007,877.403346
9464,MN,SWIFT,2008,993.887694
9465,MN,SWIFT,2009,1103.5731375
9466,MN,SWIFT,2010,1005.7153125
9467,MN,SWIFT,2011,1159.1263163625001
9468,MN,SWIFT,2012,1180.8867
9469,MN,TODD,2006,3873.5735415
9470,MN,TODD,2007,3609.0136105875
9471,MN,TODD,2008,3752.657886
9472,MN,TODD,2009,3829.902525
9473,MN,TODD,2010,4477.042785
9474,MN,TODD,2011,4487.0779125
9475,MN,TODD,2012,5027.1274875
9476,MN,TRAVERSE,2006,214.36732500000002
9477,MN,TRAVERSE,2007,325.3796625
9478,MN,TRAVERSE,2008,410.8125375
9479,MN,TRAVERSE,2009,541.523475
9480,MN,TRAVERSE,2010,607.8463125000001
9481,MN,TRAVERSE,2011,704.60424
9482,MN,TRAVERSE,2012,781.550175
9483,MN,WABASHA,2006,1587.8439
9484,MN,WABASHA,2007,1637.3045625
9485,MN,WABASHA,2008,1701.71565
9486,MN,WABASHA,2009,1768.1094375
9487,MN,WABASHA,2010,1792.9075875
9488,MN,WABASHA,2011,1942.9533788625001
9489,MN,WABASHA,2012,2500.9804125
9490,MN,WADENA,2006,3291.636075
9491,MN,WADENA,2007,3649.4490819000002
9492,MN,WADENA,2008,4512.1375875
9493,MN,WADENA,2009,4148.476125
9494,MN,WADENA,2010,3918.44598
9495,MN,WADENA,2011,4036.119165
9496,MN,WADENA,2012,4675.51992
9497,MN,WASECA,2006,1204.739298
9498,MN,WASECA,2007,1730.1552375
9499,MN,WASECA,2008,2059.172325
9500,MN,WASECA,2009,2450.5306275000003
9501,MN,WASECA,2010,2278.31337
9502,MN,WASECA,2011,1955.3625975
9503,MN,WASECA,2012,2062.56465
9504,MN,WASHINGTON,2006,36101.986314
9505,MN,WASHINGTON,2007,40115.6579650875
9506,MN,WASHINGTON,2008,45657.0151958625
9507,MN,WASHINGTON,2009,51651.360225225
9508,MN,WASHINGTON,2010,58134.491677725004
9509,MN,WASHINGTON,2011,59849.7196333875
9510,MN,WASHINGTON,2012,59149.106307
9511,MN,WATONWAN,2006,1277.711214
9512,MN,WATONWAN,2007,1404.6507855
9513,MN,WATONWAN,2008,1289.375175
9514,MN,WATONWAN,2009,967.8334875
9515,MN,WATONWAN,2010,1024.0743
9516,MN,WATONWAN,2011,1051.9713
9517,MN,WATONWAN,2012,1173.2811375
9518,MN,WILKIN,2006,1156.9314775875
9519,MN,WILKIN,2007,1767.610686
9520,MN,WILKIN,2008,1407.062775
9521,MN,WILKIN,2009,1318.979025
9522,MN,WILKIN,2010,1166.24349
9523,MN,WILKIN,2011,1326.7668
9524,MN,WILKIN,2012,1269.9357675
9525,MN,WINONA,2006,7921.53873045
9526,MN,WINONA,2007,8426.1314020875
9527,MN,WINONA,2008,9888.7296885
9528,MN,WINONA,2009,10667.158695225
9529,MN,WINONA,2010,12879.6005443125
9530,MN,WINONA,2011,14198.5147318125
9531,MN,WINONA,2012,13840.6040115375
9532,MN,WRIGHT,2006,14721.2291595
9533,MN,WRIGHT,2007,17530.9457843625
9534,MN,WRIGHT,2008,17285.7008680875
9535,MN,WRIGHT,2009,20505.9006118125
9536,MN,WRIGHT,2010,24712.9147240875
9537,MN,WRIGHT,2011,26893.8349854375
9538,MN,WRIGHT,2012,27426.19246785
9539,MN,YELLOW MEDICINE,2006,1617.16450785
9540,MN,YELLOW MEDICINE,2007,1163.8255958625
9541,MN,YELLOW MEDICINE,2008,1113.92455425
9542,MN,YELLOW MEDICINE,2009,1339.1852222625
9543,MN,YELLOW MEDICINE,2010,1392.99845295
9544,MN,YELLOW MEDICINE,2011,1545.1118972625
9545,MN,YELLOW MEDICINE,2012,1270.0532377125
9546,MO,ADAIR,2006,6124.9491805
9547,MO,ADAIR,2007,6775.423243725
9548,MO,ADAIR,2008,7197.3073298625
9549,MO,ADAIR,2009,8770.7412788625
9550,MO,ADAIR,2010,10299.028162725
9551,MO,ADAIR,2011,12432.8144888625
9552,MO,ADAIR,2012,13553.0143284
9553,MO,ANDREW,2006,2420.334238725
9554,MO,ANDREW,2007,2456.042736
9555,MO,ANDREW,2008,2783.7859485
9556,MO,ANDREW,2009,2608.0734375
9557,MO,ANDREW,2010,2376.097725
9558,MO,ANDREW,2011,2754.07800885
9559,MO,ANDREW,2012,3562.5461527125
9560,MO,ATCHISON,2006,989.787382725
9561,MO,ATCHISON,2007,1151.5489020375
9562,MO,ATCHISON,2008,1219.813141575
9563,MO,ATCHISON,2009,1262.0707368
9564,MO,ATCHISON,2010,1093.8368443125
9565,MO,ATCHISON,2011,1318.18819545
9566,MO,ATCHISON,2012,1407.75856545
9567,MO,AUDRAIN,2006,4006.0331545
9568,MO,AUDRAIN,2007,4439.4833633625
9569,MO,AUDRAIN,2008,4441.2847549875005
9570,MO,AUDRAIN,2009,4456.8319215375
9571,MO,AUDRAIN,2010,4520.9433215625
9572,MO,AUDRAIN,2011,5089.732815225
9573,MO,AUDRAIN,2012,5492.7096722625
9574,MO,BARRY,2006,13435.0832948625
9575,MO,BARRY,2007,15876.7366630875
9576,MO,BARRY,2008,17434.472973225
9577,MO,BARRY,2009,18687.771639075
9578,MO,BARRY,2010,20351.7326325
9579,MO,BARRY,2011,23031.566651587502
9580,MO,BARRY,2012,25858.8321418125
9581,MO,BARTON,2006,3482.194743
9582,MO,BARTON,2007,3918.9785955
9583,MO,BARTON,2008,4829.9048085
9584,MO,BARTON,2009,5717.1369075
9585,MO,BARTON,2010,5170.5141493125
9586,MO,BARTON,2011,5232.8139577125
9587,MO,BARTON,2012,5853.9249897375
9588,MO,BATES,2006,3519.482379
9589,MO,BATES,2007,3951.4884
9590,MO,BATES,2008,4893.6785663625
9591,MO,BATES,2009,5281.6564318125
9592,MO,BATES,2010,6539.965057725
9593,MO,BATES,2011,8695.207320225
9594,MO,BATES,2012,12050.0143018125
9595,MO,BENTON,2006,7137.794877
9596,MO,BENTON,2007,8286.8499945
9597,MO,BENTON,2008,7353.894825
9598,MO,BENTON,2009,7661.0360625
9599,MO,BENTON,2010,8945.8848225
9600,MO,BENTON,2011,11169.943023862501
9601,MO,BENTON,2012,12234.914445225
9602,MO,BOLLINGER,2006,1758.958575
9603,MO,BOLLINGER,2007,2102.049795675
9604,MO,BOLLINGER,2008,2524.3158358875
9605,MO,BOLLINGER,2009,2866.9754184
9606,MO,BOLLINGER,2010,2979.8248125
9607,MO,BOLLINGER,2011,3490.3796625
9608,MO,BOLLINGER,2012,3721.6341825
9609,MO,BOONE,2006,26546.100567
9610,MO,BOONE,2007,31777.5936213125
9611,MO,BOONE,2008,38243.833814
9612,MO,BOONE,2009,38076.8752875
9613,MO,BOONE,2010,43574.2979288625
9614,MO,BOONE,2011,46848.3014138625
9615,MO,BOONE,2012,50146.8501204375
9616,MO,BUCHANAN,2006,38069.928771175
9617,MO,BUCHANAN,2007,41519.1339892
9618,MO,BUCHANAN,2008,45383.2004428125
9619,MO,BUCHANAN,2009,50157.9270288
9620,MO,BUCHANAN,2010,53079.8030763375
9621,MO,BUCHANAN,2011,56388.714087225
9622,MO,BUCHANAN,2012,58949.9117454
9623,MO,BUTLER,2006,26092.6823458125
9624,MO,BUTLER,2007,28166.8317667875
9625,MO,BUTLER,2008,30498.2752851
9626,MO,BUTLER,2009,30729.84048975
9627,MO,BUTLER,2010,30470.499639975
9628,MO,BUTLER,2011,30750.746694075002
9629,MO,BUTLER,2012,30483.8116181625
9630,MO,CALDWELL,2006,395.099775
9631,MO,CALDWELL,2007,409.684125
9632,MO,CALDWELL,2008,525.465
9633,MO,CALDWELL,2009,704.1667202250001
9634,MO,CALDWELL,2010,1001.7539625000001
9635,MO,CALDWELL,2011,1396.1399625000001
9636,MO,CALDWELL,2012,1483.40655
9637,MO,CALLAWAY,2006,6261.331308
9638,MO,CALLAWAY,2007,6759.95388
9639,MO,CALLAWAY,2008,7360.886625
9640,MO,CALLAWAY,2009,8257.595715
9641,MO,CALLAWAY,2010,8619.3660525
9642,MO,CALLAWAY,2011,8549.073765225
9643,MO,CALLAWAY,2012,7645.584327487501
9644,MO,CAMDEN,2006,12899.7737863125
9645,MO,CAMDEN,2007,15566.192391
9646,MO,CAMDEN,2008,17450.369998950002
9647,MO,CAMDEN,2009,18081.5749331625
9648,MO,CAMDEN,2010,19517.785419075
9649,MO,CAMDEN,2011,20062.80490635
9650,MO,CAMDEN,2012,20119.29255225
9651,MO,CAPE GIRARDEAU,2006,22528.7341098125
9652,MO,CAPE GIRARDEAU,2007,24756.5373465875
9653,MO,CAPE GIRARDEAU,2008,28190.5977250875
9654,MO,CAPE GIRARDEAU,2009,32281.4517045375
9655,MO,CAPE GIRARDEAU,2010,35697.1671418125
9656,MO,CAPE GIRARDEAU,2011,40311.0554147625
9657,MO,CAPE GIRARDEAU,2012,44069.3418647625
9658,MO,CARROLL,2006,2031.687127725
9659,MO,CARROLL,2007,2553.545816625
9660,MO,CARROLL,2008,2727.14257335
9661,MO,CARROLL,2009,3078.3208697625
9662,MO,CARROLL,2010,4173.1549395375
9663,MO,CARROLL,2011,4175.9533618125
9664,MO,CARROLL,2012,4517.7598425
9665,MO,CARTER,2006,1453.274025
9666,MO,CARTER,2007,1471.2773152125
9667,MO,CARTER,2008,1623.96348045
9668,MO,CARTER,2009,1475.7535875
9669,MO,CARTER,2010,1071.4212
9670,MO,CARTER,2011,574.6394325
9671,MO,CARTER,2012,569.036625
9672,MO,CASS,2006,21285.0070788125
9673,MO,CASS,2007,24811.8516185
9674,MO,CASS,2008,29348.0522397125
9675,MO,CASS,2009,31317.080206575
9676,MO,CASS,2010,34446.659603625
9677,MO,CASS,2011,38099.4476138625
9678,MO,CASS,2012,40963.3909324875
9679,MO,CEDAR,2006,4212.072744
9680,MO,CEDAR,2007,4164.5085885
9681,MO,CEDAR,2008,4608.2580158625
9682,MO,CEDAR,2009,4896.528397725
9683,MO,CEDAR,2010,5513.5262213625
9684,MO,CEDAR,2011,7383.52869045
9685,MO,CEDAR,2012,8648.647523625
9686,MO,CHARITON,2006,675.8862
9687,MO,CHARITON,2007,774.878625
9688,MO,CHARITON,2008,771.9736990875
9689,MO,CHARITON,2009,790.48965
9690,MO,CHARITON,2010,863.5615163625
9691,MO,CHARITON,2011,1026.05322
9692,MO,CHARITON,2012,963.2489813625
9693,MO,CHRISTIAN,2006,23049.7909930875
9694,MO,CHRISTIAN,2007,27220.8454155875
9695,MO,CHRISTIAN,2008,28980.43142145
9696,MO,CHRISTIAN,2009,27844.9964818125
9697,MO,CHRISTIAN,2010,30246.5070265875
9698,MO,CHRISTIAN,2011,33144.6333715875
9699,MO,CHRISTIAN,2012,35529.4045018125
9700,MO,CLARK,2006,885.230685
9701,MO,CLARK,2007,1159.9659585
9702,MO,CLARK,2008,1868.608701
9703,MO,CLARK,2009,1718.1257625
9704,MO,CLARK,2010,1471.9843125
9705,MO,CLARK,2011,1773.2256300000001
9706,MO,CLARK,2012,1938.6259875
9707,MO,CLAY,2006,51880.96789795
9708,MO,CLAY,2007,56701.5315738
9709,MO,CLAY,2008,63143.7341958125
9710,MO,CLAY,2009,65915.8019921625
9711,MO,CLAY,2010,72221.9119267875
9712,MO,CLAY,2011,79515.05117385
9713,MO,CLAY,2012,85995.8900899875
9714,MO,CLINTON,2006,6732.4793541750005
9715,MO,CLINTON,2007,6137.1416740875
9716,MO,CLINTON,2008,7695.5301473625
9717,MO,CLINTON,2009,6470.5534125
9718,MO,CLINTON,2010,7835.5147388625
9719,MO,CLINTON,2011,9953.6260463625
9720,MO,CLINTON,2012,10840.731540675
9721,MO,COLE,2006,22707.40685895
9722,MO,COLE,2007,23200.69885845
9723,MO,COLE,2008,24446.1681613125
9724,MO,COLE,2009,26067.2589643125
9725,MO,COLE,2010,25232.581827037502
9726,MO,COLE,2011,26110.9887281625
9727,MO,COLE,2012,26407.2409333875
9728,MO,COOPER,2006,2668.0987125
9729,MO,COOPER,2007,3405.766725
9730,MO,COOPER,2008,4286.4009975
9731,MO,COOPER,2009,2496.29589
9732,MO,COOPER,2010,2639.45205
9733,MO,COOPER,2011,2533.952325
9734,MO,COOPER,2012,2584.0383375
9735,MO,CRAWFORD,2006,6039.5880045
9736,MO,CRAWFORD,2007,6711.403966125
9737,MO,CRAWFORD,2008,7547.4434361
9738,MO,CRAWFORD,2009,8526.9287167875
9739,MO,CRAWFORD,2010,9162.5993454375
9740,MO,CRAWFORD,2011,9639.034943625
9741,MO,CRAWFORD,2012,10225.8870363375
9742,MO,DADE,2006,2419.485327
9743,MO,DADE,2007,2459.1103815
9744,MO,DADE,2008,2243.6623035000002
9745,MO,DADE,2009,1800.70314
9746,MO,DADE,2010,2079.6352275
9747,MO,DADE,2011,3008.13651
9748,MO,DADE,2012,3260.4556875
9749,MO,DALLAS,2006,3865.804029
9750,MO,DALLAS,2007,4117.147068
9751,MO,DALLAS,2008,4351.2407205
9752,MO,DALLAS,2009,5344.3555125
9753,MO,DALLAS,2010,6290.881815
9754,MO,DALLAS,2011,5797.4784375
9755,MO,DALLAS,2012,5527.9547925
9756,MO,DAVIESS,2006,496.5501555
9757,MO,DAVIESS,2007,525.731352
9758,MO,DAVIESS,2008,597.1428
9759,MO,DAVIESS,2009,759.112275
9760,MO,DAVIESS,2010,865.8570375
9761,MO,DAVIESS,2011,949.6090875
9762,MO,DAVIESS,2012,1134.87954
9763,MO,DEKALB,2006,731.7022005
9764,MO,DEKALB,2007,626.4226035
9765,MO,DEKALB,2008,849.7801275
9766,MO,DEKALB,2009,1081.4865375
9767,MO,DEKALB,2010,1064.6860125
9768,MO,DEKALB,2011,1181.3327025
9769,MO,DEKALB,2012,1124.1705825
9770,MO,DENT,2006,5183.6143095
9771,MO,DENT,2007,6118.9422586125
9772,MO,DENT,2008,6774.638555025
9773,MO,DENT,2009,8168.8065283875
9774,MO,DENT,2010,8408.6837156625
9775,MO,DENT,2011,8962.7440302
9776,MO,DENT,2012,9578.223880425001
9777,MO,DOUGLAS,2006,2196.752447175
9778,MO,DOUGLAS,2007,2796.361158
9779,MO,DOUGLAS,2008,2895.0560509875
9780,MO,DOUGLAS,2009,3138.17637045
9781,MO,DOUGLAS,2010,3637.5001875000003
9782,MO,DOUGLAS,2011,4242.220771575
9783,MO,DOUGLAS,2012,4700.26092
9784,MO,DUNKLIN,2006,12224.633418
9785,MO,DUNKLIN,2007,14205.1030582625
9786,MO,DUNKLIN,2008,16544.39121135
9787,MO,DUNKLIN,2009,19894.3060315875
9788,MO,DUNKLIN,2010,23444.6453599875
9789,MO,DUNKLIN,2011,22513.84323495
9790,MO,DUNKLIN,2012,23431.2719501625
9791,MO,FRANKLIN,2006,25961.907698862502
9792,MO,FRANKLIN,2007,31414.35293025
9793,MO,FRANKLIN,2008,37524.1563039
9794,MO,FRANKLIN,2009,42200.369604975
9795,MO,FRANKLIN,2010,46314.966064275
9796,MO,FRANKLIN,2011,51519.05837655
9797,MO,FRANKLIN,2012,52809.2433088125
9798,MO,GASCONADE,2006,3053.0518725
9799,MO,GASCONADE,2007,4182.9227265
9800,MO,GASCONADE,2008,4807.417905
9801,MO,GASCONADE,2009,4873.920225
9802,MO,GASCONADE,2010,5196.5612288625
9803,MO,GASCONADE,2011,6186.852645
9804,MO,GASCONADE,2012,6268.9069468125
9805,MO,GENTRY,2006,763.1212275
9806,MO,GENTRY,2007,909.722946
9807,MO,GENTRY,2008,1106.57574
9808,MO,GENTRY,2009,1213.0245938625
9809,MO,GENTRY,2010,1418.7111
9810,MO,GENTRY,2011,1611.7014825
9811,MO,GENTRY,2012,1916.2651090875
9812,MO,GREENE,2006,104464.6883173625
9813,MO,GREENE,2007,112029.4177121625
9814,MO,GREENE,2008,121880.59148447501
9815,MO,GREENE,2009,133126.9901290875
9816,MO,GREENE,2010,149294.310503925
9817,MO,GREENE,2011,152178.3900316125
9818,MO,GREENE,2012,163823.4466379625
9819,MO,GRUNDY,2006,2419.16286
9820,MO,GRUNDY,2007,3164.0979608625003
9821,MO,GRUNDY,2008,3691.0565625
9822,MO,GRUNDY,2009,4128.8276775
9823,MO,GRUNDY,2010,4663.174725
9824,MO,GRUNDY,2011,4548.7152
9825,MO,GRUNDY,2012,5243.956155
9826,MO,HARRISON,2006,1999.8100875
9827,MO,HARRISON,2007,2312.2044375
9828,MO,HARRISON,2008,2555.4502875000003
9829,MO,HARRISON,2009,2553.6228375
9830,MO,HARRISON,2010,3165.3392625
9831,MO,HARRISON,2011,3229.723425
9832,MO,HARRISON,2012,3800.834295
9833,MO,HENRY,2006,10094.8684448625
9834,MO,HENRY,2007,10974.156669
