Year,State_Code,County_Name,Deaths,Population,Median_Income_2010,_merge,bad_merge,indicator
2005,CO,El Paso County,83.0,567103.0,56268.0,both,0,CO-El Paso County
2005,CO,Jefferson County,28.0,522007.0,66075.0,both,0,CO-Jefferson County
2005,CT,Fairfield County,59.0,891015.0,81268.0,both,0,CT-Fairfield County
2005,CT,Hartford County,94.0,870039.0,62590.0,both,0,CT-Hartford County
2005,CT,New Haven County,107.0,839408.0,61114.0,both,0,CT-New Haven County
2005,DE,New Castle County,37.0,520918.0,62474.0,both,0,DE-New Castle County
2005,FL,Brevard County,119.0,526088.0,49523.0,both,0,FL-Brevard County
2005,FL,Broward County,320.0,1766620.0,51694.0,both,0,FL-Broward County
2005,FL,Duval County,102.0,830828.0,49463.0,both,0,FL-Duval County
2005,FL,Hillsborough County,177.0,1132025.0,49536.0,both,0,FL-Hillsborough County
2005,FL,Lee County,81.0,541542.0,50014.0,both,0,FL-Lee County
2005,FL,Miami-Dade County,154.0,2413583.0,43605.0,both,0,FL-Miami-Dade County
2005,FL,Orange County,90.0,1029447.0,50138.0,both,0,FL-Orange County
2005,FL,Palm Beach County,229.0,1262956.0,53242.0,both,0,FL-Palm Beach County
2005,FL,Pasco County,103.0,425683.0,44228.0,both,0,FL-Pasco County
2005,FL,Pinellas County,236.0,924628.0,45258.0,both,0,FL-Pinellas County
2005,FL,Polk County,60.0,538638.0,43946.0,both,0,FL-Polk County
2005,FL,Seminole County,41.0,402834.0,58971.0,both,0,FL-Seminole County
2005,FL,Volusia County,85.0,485940.0,44400.0,both,0,FL-Volusia County
2005,GA,Cobb County,40.0,661442.0,65522.0,both,0,GA-Cobb County
2005,GA,DeKalb County,22.0,716778.0,51349.0,both,0,GA-DeKalb County
2005,GA,Fulton County,101.0,934242.0,56709.0,both,0,GA-Fulton County
2005,GA,Gwinnett County,25.0,716436.0,63219.0,both,0,GA-Gwinnett County
2005,HI,Honolulu County,103.0,900340.0,70093.0,both,0,HI-Honolulu County
2005,IA,Polk County,27.0,401993.0,56094.0,both,0,IA-Polk County
2005,IL,Cook County,529.0,5268513.0,53942.0,both,0,IL-Cook County
2005,IL,DuPage County,56.0,922589.0,76581.0,both,0,IL-DuPage County
2005,IL,Kane County,29.0,475350.0,67767.0,both,0,IL-Kane County
2005,IL,Lake County,51.0,691815.0,78948.0,both,0,IL-Lake County
2005,IL,Will County,50.0,631397.0,75906.0,both,0,IL-Will County
2005,IN,Lake County,11.0,487695.0,48723.0,both,0,IN-Lake County
2005,IN,Marion County,90.0,868883.0,43541.0,both,0,IN-Marion County
2005,KS,Johnson County,22.0,505578.0,73733.0,both,0,KS-Johnson County
2005,KS,Sedgwick County,83.0,464383.0,47848.0,both,0,KS-Sedgwick County
2005,KY,Jefferson County,66.0,701057.0,45352.0,both,0,KY-Jefferson County
2005,LA,East Baton Rouge Parish,18.0,411859.0,46179.0,both,0,LA-East Baton Rouge Parish
2005,LA,Jefferson Parish,99.0,451652.0,48175.0,both,0,LA-Jefferson Parish
2005,MA,Bristol County,79.0,544688.0,54955.0,both,0,MA-Bristol County
2005,MA,Essex County,116.0,730256.0,64153.0,both,0,MA-Essex County
2005,MA,Hampden County,39.0,465871.0,47724.0,both,0,MA-Hampden County
2005,MA,Middlesex County,167.0,1465156.0,77377.0,both,0,MA-Middlesex County
2005,MA,Norfolk County,83.0,650996.0,81027.0,both,0,MA-Norfolk County
2005,MA,Plymouth County,45.0,488267.0,73131.0,both,0,MA-Plymouth County
2005,MA,Suffolk County,101.0,712228.0,50597.0,both,0,MA-Suffolk County
2005,MA,Worcester County,85.0,787246.0,64152.0,both,0,MA-Worcester County
2005,MD,Anne Arundel County,58.0,510194.0,83456.0,both,0,MD-Anne Arundel County
2005,MD,Baltimore County,111.0,782200.0,63959.0,both,0,MD-Baltimore County
2005,MD,Baltimore city,231.0,640064.0,,both,0,MD-Baltimore city
2005,MD,Montgomery County,29.0,928916.0,93373.0,both,0,MD-Montgomery County
2005,MD,Prince George's County,34.0,840513.0,71260.0,both,0,MD-Prince George's County
2005,MI,Genesee County,54.0,439216.0,43483.0,both,0,MI-Genesee County
2005,MI,Kent County,39.0,594988.0,49532.0,both,0,MI-Kent County
2005,MI,Macomb County,146.0,824286.0,53996.0,both,0,MI-Macomb County
2005,MI,Oakland County,160.0,1203750.0,66390.0,both,0,MI-Oakland County
2005,MI,Wayne County,436.0,2025145.0,42241.0,both,0,MI-Wayne County
2005,MN,Hennepin County,93.0,1121705.0,61328.0,both,0,MN-Hennepin County
2005,MN,Ramsey County,40.0,497118.0,51915.0,both,0,MN-Ramsey County
2005,MO,Jackson County,70.0,675996.0,46252.0,both,0,MO-Jackson County
2005,MO,St. Louis County,84.0,999523.0,57561.0,both,0,MO-St. Louis County
2005,NC,Guilford County,36.0,445378.0,45676.0,both,0,NC-Guilford County
2005,NC,Mecklenburg County,64.0,800486.0,55294.0,both,0,NC-Mecklenburg County
2005,NC,Wake County,59.0,753828.0,63770.0,both,0,NC-Wake County
2005,NE,Douglas County,27.0,486863.0,51878.0,both,0,NE-Douglas County
2005,NH,Hillsborough County,29.0,398927.0,69321.0,both,0,NH-Hillsborough County
2005,NJ,Bergen County,48.0,887322.0,81708.0,both,0,NJ-Bergen County
2005,NJ,Burlington County,30.0,446462.0,76258.0,both,0,NJ-Burlington County
2005,NJ,Camden County,92.0,514960.0,60976.0,both,0,NJ-Camden County
2005,NJ,Essex County,153.0,778819.0,55125.0,both,0,NJ-Essex County
2005,NJ,Hudson County,64.0,596488.0,55275.0,both,0,NJ-Hudson County
2005,NJ,Middlesex County,64.0,778018.0,77615.0,both,0,NJ-Middlesex County
2005,NJ,Monmouth County,48.0,641823.0,82265.0,both,0,NJ-Monmouth County
2005,NJ,Morris County,24.0,483198.0,96747.0,both,0,NJ-Morris County
2005,NJ,Ocean County,31.0,556525.0,59620.0,both,0,NJ-Ocean County
2005,NJ,Passaic County,59.0,489211.0,54944.0,both,0,NJ-Passaic County
2005,NJ,Union County,36.0,521987.0,66791.0,both,0,NJ-Union County
2005,NM,Bernalillo County,164.0,607825.0,47481.0,both,0,NM-Bernalillo County
2005,NV,Clark County,336.0,1708846.0,56258.0,both,0,NV-Clark County
2005,NV,Washoe County,69.0,390863.0,55658.0,both,0,NV-Washoe County
2005,NY,Bronx County,189.0,1364566.0,34264.0,both,0,NY-Bronx County
2005,NY,Erie County,11.0,923820.0,47372.0,both,0,NY-Erie County
2005,NY,Kings County,237.0,2511408.0,43567.0,both,0,NY-Kings County
2005,NY,Nassau County,28.0,1355194.0,93613.0,both,0,NY-Nassau County
2005,NY,New York County,227.0,1606275.0,64971.0,both,0,NY-New York County
2005,NY,Queens County,170.0,2256576.0,55291.0,both,0,NY-Queens County
2005,NY,Richmond County,47.0,475014.0,71084.0,both,0,NY-Richmond County
2005,NY,Suffolk County,14.0,1504285.0,84506.0,both,0,NY-Suffolk County
2005,OH,Cuyahoga County,140.0,1323972.0,43603.0,both,0,OH-Cuyahoga County
2005,OH,Franklin County,156.0,1101224.0,49087.0,both,0,OH-Franklin County
2005,OH,Hamilton County,103.0,847182.0,48234.0,both,0,OH-Hamilton County
2005,OH,Lucas County,59.0,464634.0,42072.0,both,0,OH-Lucas County
2005,OH,Montgomery County,131.0,544833.0,43965.0,both,0,OH-Montgomery County
2005,OH,Summit County,50.0,545624.0,47926.0,both,0,OH-Summit County
2005,OK,Oklahoma County,86.0,685871.0,42916.0,both,0,OK-Oklahoma County
2005,OK,Tulsa County,123.0,570051.0,45613.0,both,0,OK-Tulsa County
2005,OR,Multnomah County,157.0,673823.0,49618.0,both,0,OR-Multnomah County
2005,OR,Washington County,33.0,497073.0,62574.0,both,0,OR-Washington County
2005,PA,Allegheny County,207.0,1232483.0,47961.0,both,0,PA-Allegheny County
2005,PA,Berks County,27.0,393788.0,53470.0,both,0,PA-Berks County
2005,PA,Bucks County,70.0,616047.0,74828.0,both,0,PA-Bucks County
2005,PA,Chester County,28.0,471562.0,84741.0,both,0,PA-Chester County
2005,PA,Delaware County,81.0,552126.0,61876.0,both,0,PA-Delaware County
2005,PA,Lancaster County,38.0,489258.0,54765.0,both,0,PA-Lancaster County
2005,PA,Montgomery County,63.0,772142.0,76380.0,both,0,PA-Montgomery County
2005,PA,Philadelphia County,391.0,1517628.0,36251.0,both,0,PA-Philadelphia County
2005,PA,York County,33.0,406555.0,57494.0,both,0,PA-York County
2005,RI,Providence County,89.0,633405.0,48500.0,both,0,RI-Providence County
2005,SC,Greenville County,63.0,407533.0,46830.0,both,0,SC-Greenville County
2005,TN,Davidson County,88.0,607413.0,45668.0,both,0,TN-Davidson County
2005,TN,Knox County,85.0,409530.0,46759.0,both,0,TN-Knox County
2005,TN,Shelby County,103.0,912418.0,44705.0,both,0,TN-Shelby County
2005,TX,Bexar County,202.0,1511506.0,47048.0,both,0,TX-Bexar County
2005,TX,Collin County,32.0,659840.0,80504.0,both,0,TX-Collin County
2005,TX,Dallas County,242.0,2316657.0,47974.0,both,0,TX-Dallas County
2005,TX,Denton County,32.0,558026.0,70622.0,both,0,TX-Denton County
2005,TX,El Paso County,40.0,708683.0,36333.0,both,0,TX-El Paso County
2005,TX,Fort Bend County,13.0,458234.0,79845.0,both,0,TX-Fort Bend County
2005,TX,Harris County,364.0,3732321.0,51444.0,both,0,TX-Harris County
2005,TX,Hidalgo County,10.0,665475.0,31879.0,both,0,TX-Hidalgo County
2005,TX,Montgomery County,41.0,373445.0,65620.0,both,0,TX-Montgomery County
2005,TX,Tarrant County,119.0,1612195.0,55306.0,both,0,TX-Tarrant County
2005,TX,Travis County,84.0,901185.0,54074.0,both,0,TX-Travis County
2005,TX,Williamson County,14.0,331669.0,68780.0,both,0,TX-Williamson County
2005,UT,Salt Lake County,223.0,960067.0,58004.0,both,0,UT-Salt Lake County
2005,UT,Utah County,70.0,454694.0,56927.0,both,0,UT-Utah County
2005,VA,Fairfax County,40.0,1002375.0,105416.0,both,0,VA-Fairfax County
2005,VA,Virginia Beach city,31.0,437464.0,,both,0,VA-Virginia Beach city
2005,WA,Clark County,40.0,399553.0,58262.0,both,0,WA-Clark County
2005,WA,King County,242.0,1803691.0,68065.0,both,0,WA-King County
2005,WA,Pierce County,85.0,749468.0,57869.0,both,0,WA-Pierce County
2005,WA,Snohomish County,94.0,649229.0,66300.0,both,0,WA-Snohomish County
2005,WA,Spokane County,91.0,440145.0,47250.0,both,0,WA-Spokane County
2005,WI,Dane County,26.0,462237.0,60519.0,both,0,WI-Dane County
2005,WI,Milwaukee County,189.0,951265.0,43215.0,both,0,WI-Milwaukee County
2006,AL,Jefferson County,86.0,661447.0,45244.0,both,0,AL-Jefferson County
2006,AL,Mobile County,33.0,402199.0,40996.0,both,0,AL-Mobile County
2006,AZ,Maricopa County,601.0,3776118.0,55054.0,both,0,AZ-Maricopa County
2006,AZ,Pima County,190.0,975476.0,45521.0,both,0,AZ-Pima County
2006,CA,Alameda County,182.0,1438193.0,69384.0,both,0,CA-Alameda County
2006,CA,Contra Costa County,74.0,1001303.0,78385.0,both,0,CA-Contra Costa County
2006,CA,Fresno County,98.0,878024.0,46430.0,both,0,CA-Fresno County
2006,CA,Kern County,108.0,768209.0,47089.0,both,0,CA-Kern County
2006,CA,Los Angeles County,825.0,9760598.0,55476.0,both,0,CA-Los Angeles County
2006,CA,Monterey County,41.0,401374.0,59271.0,both,0,CA-Monterey County
2006,CA,Orange County,260.0,2953062.0,74344.0,both,0,CA-Orange County
2006,CA,Riverside County,199.0,1994840.0,57768.0,both,0,CA-Riverside County
2006,CA,Sacramento County,248.0,1362328.0,56439.0,both,0,CA-Sacramento County
2006,CA,San Bernardino County,219.0,1973664.0,55845.0,both,0,CA-San Bernardino County
2006,CA,San Diego County,332.0,2947222.0,63069.0,both,0,CA-San Diego County
2006,CA,San Francisco County,195.0,786149.0,71304.0,both,0,CA-San Francisco County
2006,CA,San Joaquin County,87.0,659897.0,54341.0,both,0,CA-San Joaquin County
2006,CA,San Mateo County,42.0,692802.0,85648.0,both,0,CA-San Mateo County
2006,CA,Santa Barbara County,27.0,398656.0,60078.0,both,0,CA-Santa Barbara County
2006,CA,Santa Clara County,100.0,1700089.0,86850.0,both,0,CA-Santa Clara County
2006,CA,Solano County,28.0,406181.0,68409.0,both,0,CA-Solano County
2006,CA,Sonoma County,37.0,459783.0,63274.0,both,0,CA-Sonoma County
2006,CA,Stanislaus County,77.0,502989.0,51094.0,both,0,CA-Stanislaus County
2006,CA,Tulare County,47.0,409641.0,43851.0,both,0,CA-Tulare County
2006,CA,Ventura County,92.0,788073.0,75348.0,both,0,CA-Ventura County
2006,CO,Adams County,62.0,409532.0,54666.0,both,0,CO-Adams County
2006,CO,Arapahoe County,66.0,532347.0,58719.0,both,0,CO-Arapahoe County
2006,CO,Denver County,144.0,568692.0,45501.0,both,0,CO-Denver County
2006,CO,El Paso County,68.0,579710.0,56268.0,both,0,CO-El Paso County
2006,CO,Jefferson County,22.0,524507.0,66075.0,both,0,CO-Jefferson County
2006,CT,Fairfield County,97.0,888526.0,81268.0,both,0,CT-Fairfield County
2006,CT,Hartford County,117.0,871743.0,62590.0,both,0,CT-Hartford County
2006,CT,New Haven County,114.0,841055.0,61114.0,both,0,CT-New Haven County
2006,DE,New Castle County,41.0,524473.0,62474.0,both,0,DE-New Castle County
2006,FL,Brevard County,107.0,530319.0,49523.0,both,0,FL-Brevard County
2006,FL,Broward County,282.0,1762334.0,51694.0,both,0,FL-Broward County
2006,FL,Duval County,158.0,842100.0,49463.0,both,0,FL-Duval County
2006,FL,Hillsborough County,197.0,1158212.0,49536.0,both,0,FL-Hillsborough County
2006,FL,Lee County,98.0,565956.0,50014.0,both,0,FL-Lee County
2006,FL,Miami-Dade County,152.0,2438702.0,43605.0,both,0,FL-Miami-Dade County
2006,FL,Orange County,108.0,1053941.0,50138.0,both,0,FL-Orange County
2006,FL,Palm Beach County,229.0,1265707.0,53242.0,both,0,FL-Palm Beach County
2006,FL,Pasco County,127.0,444325.0,44228.0,both,0,FL-Pasco County
2006,FL,Pinellas County,290.0,918551.0,45258.0,both,0,FL-Pinellas County
2006,FL,Polk County,67.0,557477.0,43946.0,both,0,FL-Polk County
2006,FL,Seminole County,47.0,408464.0,58971.0,both,0,FL-Seminole County
2006,FL,Volusia County,80.0,494302.0,44400.0,both,0,FL-Volusia County
2006,GA,Cobb County,49.0,679699.0,65522.0,both,0,GA-Cobb County
2006,GA,DeKalb County,29.0,727078.0,51349.0,both,0,GA-DeKalb County
2006,GA,Fulton County,87.0,963596.0,56709.0,both,0,GA-Fulton County
2006,GA,Gwinnett County,43.0,746975.0,63219.0,both,0,GA-Gwinnett County
2006,HI,Honolulu County,99.0,903467.0,70093.0,both,0,HI-Honolulu County
2006,IA,Polk County,21.0,409146.0,56094.0,both,0,IA-Polk County
2006,IL,Cook County,770.0,5236986.0,53942.0,both,0,IL-Cook County
2006,IL,DuPage County,70.0,922190.0,76581.0,both,0,IL-DuPage County
2006,IL,Kane County,20.0,485142.0,67767.0,both,0,IL-Kane County
2006,IL,Lake County,52.0,698305.0,78948.0,both,0,IL-Lake County
2006,IL,Will County,45.0,656075.0,75906.0,both,0,IL-Will County
2006,IN,Lake County,28.0,489333.0,48723.0,both,0,IN-Lake County
2006,IN,Marion County,114.0,873347.0,43541.0,both,0,IN-Marion County
2006,KS,Johnson County,23.0,516285.0,73733.0,both,0,KS-Johnson County
2006,KS,Sedgwick County,60.0,468338.0,47848.0,both,0,KS-Sedgwick County
2006,KY,Jefferson County,82.0,704755.0,45352.0,both,0,KY-Jefferson County
2006,LA,East Baton Rouge Parish,34.0,430886.0,46179.0,both,0,LA-East Baton Rouge Parish
2006,LA,Jefferson Parish,115.0,420683.0,48175.0,both,0,LA-Jefferson Parish
2006,MA,Bristol County,112.0,543634.0,54955.0,both,0,MA-Bristol County
2006,MA,Essex County,120.0,731174.0,64153.0,both,0,MA-Essex County
2006,MA,Hampden County,53.0,466944.0,47724.0,both,0,MA-Hampden County
2006,MA,Middlesex County,162.0,1467985.0,77377.0,both,0,MA-Middlesex County
2006,MA,Norfolk County,67.0,652750.0,81027.0,both,0,MA-Norfolk County
2006,MA,Plymouth County,58.0,489241.0,73131.0,both,0,MA-Plymouth County
2006,MA,Suffolk County,156.0,715799.0,50597.0,both,0,MA-Suffolk County
2006,MA,Worcester County,112.0,792315.0,64152.0,both,0,MA-Worcester County
2006,MD,Anne Arundel County,61.0,509947.0,83456.0,both,0,MD-Anne Arundel County
2006,MD,Baltimore County,132.0,785900.0,63959.0,both,0,MD-Baltimore County
2006,MD,Baltimore city,253.0,640961.0,,both,0,MD-Baltimore city
2006,MD,Montgomery County,38.0,935168.0,93373.0,both,0,MD-Montgomery County
2006,MD,Prince George's County,28.0,836644.0,71260.0,both,0,MD-Prince George's County
2006,MI,Genesee County,90.0,437395.0,43483.0,both,0,MI-Genesee County
2006,MI,Kent County,45.0,598649.0,49532.0,both,0,MI-Kent County
2006,MI,Macomb County,167.0,827719.0,53996.0,both,0,MI-Macomb County
2006,MI,Oakland County,200.0,1203118.0,66390.0,both,0,MI-Oakland County
2006,MI,Wayne County,491.0,2008730.0,42241.0,both,0,MI-Wayne County
2006,MN,Hennepin County,109.0,1125352.0,61328.0,both,0,MN-Hennepin County
2006,MN,Ramsey County,41.0,496718.0,51915.0,both,0,MN-Ramsey County
2006,MO,Jackson County,88.0,680604.0,46252.0,both,0,MO-Jackson County
2006,MO,St. Louis County,106.0,996664.0,57561.0,both,0,MO-St. Louis County
2006,NC,Guilford County,49.0,455432.0,45676.0,both,0,NC-Guilford County
2006,NC,Mecklenburg County,59.0,833791.0,55294.0,both,0,NC-Mecklenburg County
2006,NC,Wake County,42.0,792940.0,63770.0,both,0,NC-Wake County
2006,NE,Douglas County,31.0,492252.0,51878.0,both,0,NE-Douglas County
2006,NH,Hillsborough County,36.0,401242.0,69321.0,both,0,NH-Hillsborough County
2006,NJ,Bergen County,59.0,884581.0,81708.0,both,0,NJ-Bergen County
2006,NJ,Burlington County,44.0,447131.0,76258.0,both,0,NJ-Burlington County
2006,NJ,Camden County,136.0,516547.0,60976.0,both,0,NJ-Camden County
2006,NJ,Essex County,116.0,772090.0,55125.0,both,0,NJ-Essex County
2006,NJ,Hudson County,52.0,592174.0,55275.0,both,0,NJ-Hudson County
2006,NJ,Middlesex County,40.0,775876.0,77615.0,both,0,NJ-Middlesex County
2006,NJ,Monmouth County,70.0,641090.0,82265.0,both,0,NJ-Monmouth County
2006,NJ,Morris County,23.0,484887.0,96747.0,both,0,NJ-Morris County
2006,NJ,Ocean County,29.0,561748.0,59620.0,both,0,NJ-Ocean County
2006,NJ,Passaic County,44.0,487544.0,54944.0,both,0,NJ-Passaic County
2006,NJ,Union County,32.0,520285.0,66791.0,both,0,NJ-Union County
2006,NM,Bernalillo County,171.0,619490.0,47481.0,both,0,NM-Bernalillo County
2006,NV,Clark County,336.0,1778129.0,56258.0,both,0,NV-Clark County
2006,NV,Washoe County,56.0,398236.0,55658.0,both,0,NV-Washoe County
2006,NY,Bronx County,254.0,1371353.0,34264.0,both,0,NY-Bronx County
2006,NY,Erie County,72.0,916292.0,47372.0,both,0,NY-Erie County
2006,NY,Kings County,284.0,2523047.0,43567.0,both,0,NY-Kings County
2006,NY,Monroe County,52.0,730458.0,51303.0,both,0,NY-Monroe County
2006,NY,Nassau County,114.0,1351870.0,93613.0,both,0,NY-Nassau County
2006,NY,New York County,234.0,1612630.0,64971.0,both,0,NY-New York County
2006,NY,Onondaga County,27.0,453533.0,50676.0,both,0,NY-Onondaga County
2006,NY,Queens County,175.0,2264661.0,55291.0,both,0,NY-Queens County
2006,NY,Richmond County,41.0,478876.0,71084.0,both,0,NY-Richmond County
2006,NY,Suffolk County,157.0,1507211.0,84506.0,both,0,NY-Suffolk County
2006,NY,Westchester County,60.0,945172.0,79619.0,both,0,NY-Westchester County
2006,OH,Cuyahoga County,183.0,1305273.0,43603.0,both,0,OH-Cuyahoga County
2006,OH,Franklin County,179.0,1111018.0,49087.0,both,0,OH-Franklin County
2006,OH,Hamilton County,116.0,847656.0,48234.0,both,0,OH-Hamilton County
2006,OH,Lucas County,55.0,465064.0,42072.0,both,0,OH-Lucas County
2006,OH,Montgomery County,142.0,541077.0,43965.0,both,0,OH-Montgomery County
2006,OH,Summit County,67.0,545120.0,47926.0,both,0,OH-Summit County
2006,OK,Oklahoma County,96.0,693007.0,42916.0,both,0,OK-Oklahoma County
2006,OK,Tulsa County,128.0,577271.0,45613.0,both,0,OK-Tulsa County
2006,OR,Multnomah County,165.0,682732.0,49618.0,both,0,OR-Multnomah County
2006,OR,Washington County,25.0,510023.0,62574.0,both,0,OR-Washington County
2006,PA,Allegheny County,150.0,1223239.0,47961.0,both,0,PA-Allegheny County
2006,PA,Berks County,40.0,399279.0,53470.0,both,0,PA-Berks County
2006,PA,Bucks County,101.0,619245.0,74828.0,both,0,PA-Bucks County
2006,PA,Chester County,30.0,480200.0,84741.0,both,0,PA-Chester County
2006,PA,Delaware County,101.0,553664.0,61876.0,both,0,PA-Delaware County
2006,PA,Lancaster County,21.0,494393.0,54765.0,both,0,PA-Lancaster County
2006,PA,Montgomery County,127.0,772968.0,76380.0,both,0,PA-Montgomery County
2006,PA,Philadelphia County,462.0,1520251.0,36251.0,both,0,PA-Philadelphia County
2006,PA,York County,28.0,414969.0,57494.0,both,0,PA-York County
2006,RI,Providence County,110.0,630186.0,48500.0,both,0,RI-Providence County
2006,SC,Greenville County,75.0,418555.0,46830.0,both,0,SC-Greenville County
2006,TN,Davidson County,99.0,614609.0,45668.0,both,0,TN-Davidson County
2006,TN,Knox County,98.0,417230.0,46759.0,both,0,TN-Knox County
2006,TN,Shelby County,102.0,919179.0,44705.0,both,0,TN-Shelby County
2006,TX,Bexar County,191.0,1550921.0,47048.0,both,0,TX-Bexar County
2006,TX,Collin County,24.0,699675.0,80504.0,both,0,TX-Collin County
2006,TX,Dallas County,237.0,2353448.0,47974.0,both,0,TX-Dallas County
2006,TX,Denton County,25.0,589882.0,70622.0,both,0,TX-Denton County
2006,TX,El Paso County,70.0,720756.0,36333.0,both,0,TX-El Paso County
2006,TX,Fort Bend County,18.0,484522.0,79845.0,both,0,TX-Fort Bend County
2006,TX,Harris County,427.0,3855798.0,51444.0,both,0,TX-Harris County
2006,TX,Hidalgo County,10.0,683719.0,31879.0,both,0,TX-Hidalgo County
2006,TX,Montgomery County,73.0,393601.0,65620.0,both,0,TX-Montgomery County
2006,TX,Tarrant County,117.0,1662902.0,55306.0,both,0,TX-Tarrant County
2006,TX,Travis County,99.0,937423.0,54074.0,both,0,TX-Travis County
2006,TX,Williamson County,23.0,351456.0,68780.0,both,0,TX-Williamson County
2006,UT,Salt Lake County,223.0,985487.0,58004.0,both,0,UT-Salt Lake County
2006,UT,Utah County,70.0,482291.0,56927.0,both,0,UT-Utah County
2006,VA,Fairfax County,46.0,998841.0,105416.0,both,0,VA-Fairfax County
2006,VA,Virginia Beach city,33.0,437206.0,,both,0,VA-Virginia Beach city
2006,WA,Clark County,48.0,408140.0,58262.0,both,0,WA-Clark County
2006,WA,King County,274.0,1832059.0,68065.0,both,0,WA-King County
2006,WA,Pierce County,68.0,764241.0,57869.0,both,0,WA-Pierce County
2006,WA,Snohomish County,97.0,663645.0,66300.0,both,0,WA-Snohomish County
2006,WA,Spokane County,99.0,447211.0,47250.0,both,0,WA-Spokane County
2006,WI,Dane County,45.0,468750.0,60519.0,both,0,WI-Dane County
2006,WI,Milwaukee County,205.0,952374.0,43215.0,both,0,WI-Milwaukee County
2007,AL,Jefferson County,93.0,661477.0,45244.0,both,0,AL-Jefferson County
2007,AL,Mobile County,49.0,405234.0,40996.0,both,0,AL-Mobile County
2007,AZ,Maricopa County,597.0,3872962.0,55054.0,both,0,AZ-Maricopa County
2007,AZ,Pima County,156.0,996593.0,45521.0,both,0,AZ-Pima County
2007,CA,Alameda County,185.0,1449020.0,69384.0,both,0,CA-Alameda County
2007,CA,Contra Costa County,100.0,1010542.0,78385.0,both,0,CA-Contra Costa County
2007,CA,Fresno County,90.0,889888.0,46430.0,both,0,CA-Fresno County
2007,CA,Kern County,119.0,784687.0,47089.0,both,0,CA-Kern County
2007,CA,Los Angeles County,781.0,9734701.0,55476.0,both,0,CA-Los Angeles County
2007,CA,Monterey County,15.0,402116.0,59271.0,both,0,CA-Monterey County
2007,CA,Orange County,299.0,2957902.0,74344.0,both,0,CA-Orange County
2007,CA,Riverside County,228.0,2055924.0,57768.0,both,0,CA-Riverside County
2007,CA,Sacramento County,212.0,1373585.0,56439.0,both,0,CA-Sacramento County
2007,CA,San Bernardino County,167.0,1992989.0,55845.0,both,0,CA-San Bernardino County
2007,CA,San Diego County,370.0,2975656.0,63069.0,both,0,CA-San Diego County
2007,CA,San Francisco County,208.0,799185.0,71304.0,both,0,CA-San Francisco County
2007,CA,San Joaquin County,107.0,665246.0,54341.0,both,0,CA-San Joaquin County
2007,CA,San Mateo County,62.0,697339.0,85648.0,both,0,CA-San Mateo County
2007,CA,Santa Barbara County,37.0,400499.0,60078.0,both,0,CA-Santa Barbara County
2007,CA,Santa Clara County,156.0,1723927.0,86850.0,both,0,CA-Santa Clara County
2007,CA,Solano County,27.0,405994.0,68409.0,both,0,CA-Solano County
2007,CA,Sonoma County,53.0,461424.0,63274.0,both,0,CA-Sonoma County
2007,CA,Stanislaus County,80.0,506411.0,51094.0,both,0,CA-Stanislaus County
2007,CA,Tulare County,19.0,416189.0,43851.0,both,0,CA-Tulare County
2007,CA,Ventura County,82.0,789671.0,75348.0,both,0,CA-Ventura County
2007,CO,Adams County,70.0,419607.0,54666.0,both,0,CO-Adams County
2007,CO,Arapahoe County,88.0,543414.0,58719.0,both,0,CO-Arapahoe County
2007,CO,Denver County,148.0,578789.0,45501.0,both,0,CO-Denver County
2007,CO,El Paso County,74.0,585518.0,56268.0,both,0,CO-El Paso County
2007,CO,Jefferson County,70.0,528396.0,66075.0,both,0,CO-Jefferson County
2007,CT,Fairfield County,61.0,889067.0,81268.0,both,0,CT-Fairfield County
2007,CT,Hartford County,118.0,874107.0,62590.0,both,0,CT-Hartford County
2007,CT,New Haven County,116.0,843619.0,61114.0,both,0,CT-New Haven County
2007,DE,New Castle County,50.0,527786.0,62474.0,both,0,DE-New Castle County
2007,FL,Brevard County,104.0,534407.0,49523.0,both,0,FL-Brevard County
2007,FL,Broward County,282.0,1746968.0,51694.0,both,0,FL-Broward County
2007,FL,Duval County,140.0,848841.0,49463.0,both,0,FL-Duval County
2007,FL,Hillsborough County,257.0,1169910.0,49536.0,both,0,FL-Hillsborough County
2007,FL,Lee County,98.0,585264.0,50014.0,both,0,FL-Lee County
2007,FL,Miami-Dade County,149.0,2453567.0,43605.0,both,0,FL-Miami-Dade County
2007,FL,Orange County,110.0,1066117.0,50138.0,both,0,FL-Orange County
2007,FL,Palm Beach County,262.0,1264648.0,53242.0,both,0,FL-Palm Beach County
2007,FL,Pasco County,125.0,459566.0,44228.0,both,0,FL-Pasco County
2007,FL,Pinellas County,235.0,912764.0,45258.0,both,0,FL-Pinellas County
2007,FL,Polk County,82.0,573483.0,43946.0,both,0,FL-Polk County
2007,FL,Seminole County,49.0,408308.0,58971.0,both,0,FL-Seminole County
2007,FL,Volusia County,82.0,498769.0,44400.0,both,0,FL-Volusia County
2007,GA,Cobb County,45.0,691496.0,65522.0,both,0,GA-Cobb County
2007,GA,DeKalb County,39.0,733746.0,51349.0,both,0,GA-DeKalb County
2007,GA,Fulton County,91.0,990790.0,56709.0,both,0,GA-Fulton County
2007,GA,Gwinnett County,32.0,772464.0,63219.0,both,0,GA-Gwinnett County
2007,HI,Honolulu County,89.0,898695.0,70093.0,both,0,HI-Honolulu County
